index,actual,predicted,probability,cumulative_pos,cost,revenue,profit
4524,0.0,0.0,0.0,728,18096,10920,-7176
4525,0.0,0.0,0.0,728,18100,10920,-7180
4526,0.0,0.0,0.0,728,18104,10920,-7184
4527,0.0,0.0,0.0,728,18108,10920,-7188
4528,0.0,0.0,0.0,728,18112,10920,-7192
4529,0.0,0.0,0.0,728,18116,10920,-7196
4530,0.0,0.0,0.0,728,18120,10920,-7200
4531,0.0,0.0,0.0,728,18124,10920,-7204
4532,0.0,0.0,0.0,728,18128,10920,-7208
4533,0.0,0.0,0.0,728,18132,10920,-7212
4534,0.0,0.0,0.0,728,18136,10920,-7216
4535,1.0,1.0,1.0,729,18140,10935,-7205
4536,0.0,0.0,0.0,729,18144,10935,-7209
4537,0.0,0.0,0.0,729,18148,10935,-7213
4538,0.0,0.0,0.0,729,18152,10935,-7217
4539,0.0,0.0,0.0,729,18156,10935,-7221
4540,0.0,1.0,0.6666666666666666,729,18160,10935,-7225
4541,0.0,0.0,0.0,729,18164,10935,-7229
4542,0.0,0.0,0.0,729,18168,10935,-7233
4543,0.0,0.0,0.0,729,18172,10935,-7237
4544,0.0,0.0,0.0,729,18176,10935,-7241
4545,0.0,0.0,0.0,729,18180,10935,-7245
4546,0.0,0.0,0.0,729,18184,10935,-7249
4547,0.0,0.0,0.0,729,18188,10935,-7253
4548,0.0,0.0,0.0,729,18192,10935,-7257
4549,0.0,0.0,0.0,729,18196,10935,-7261
4550,0.0,0.0,0.4,729,18200,10935,-7265
4551,0.0,0.0,0.0,729,18204,10935,-7269
4552,0.0,0.0,0.0,729,18208,10935,-7273
4553,0.0,0.0,0.0,729,18212,10935,-7277
4554,0.0,0.0,0.0,729,18216,10935,-7281
4555,1.0,0.0,0.3333333333333333,730,18220,10950,-7270
4556,0.0,0.0,0.0,730,18224,10950,-7274
4557,0.0,0.0,0.0,730,18228,10950,-7278
4558,0.0,0.0,0.0,730,18232,10950,-7282
4559,0.0,0.0,0.0,730,18236,10950,-7286
4560,0.0,0.0,0.0,730,18240,10950,-7290
4561,0.0,0.0,0.0,730,18244,10950,-7294
4562,0.0,0.0,0.0,730,18248,10950,-7298
4563,0.0,0.0,0.0,730,18252,10950,-7302
4564,0.0,0.0,0.0,730,18256,10950,-7306
4565,0.0,0.0,0.0,730,18260,10950,-7310
4566,0.0,0.0,0.0,730,18264,10950,-7314
4567,0.0,0.0,0.0,730,18268,10950,-7318
4568,0.0,0.0,0.0,730,18272,10950,-7322
4569,0.0,0.0,0.0,730,18276,10950,-7326
4570,0.0,0.0,0.0,730,18280,10950,-7330
4571,0.0,0.0,0.0,730,18284,10950,-7334
4572,0.0,0.0,0.0,730,18288,10950,-7338
4573,0.0,0.0,0.0,730,18292,10950,-7342
4574,1.0,0.0,0.3333333333333333,731,18296,10965,-7331
4575,0.0,0.0,0.0,731,18300,10965,-7335
4576,1.0,1.0,1.0,732,18304,10980,-7324
4577,0.0,0.0,0.0,732,18308,10980,-7328
4578,0.0,0.0,0.0,732,18312,10980,-7332
4579,0.0,0.0,0.0,732,18316,10980,-7336
4580,0.0,0.0,0.0,732,18320,10980,-7340
4581,0.0,0.0,0.0,732,18324,10980,-7344
4582,0.0,0.0,0.3333333333333333,732,18328,10980,-7348
4583,0.0,0.0,0.0,732,18332,10980,-7352
4584,0.0,0.0,0.0,732,18336,10980,-7356
4585,1.0,1.0,1.0,733,18340,10995,-7345
4586,0.0,0.0,0.0,733,18344,10995,-7349
4587,0.0,0.0,0.0,733,18348,10995,-7353
4588,0.0,0.0,0.0,733,18352,10995,-7357
4589,0.0,0.0,0.0,733,18356,10995,-7361
4590,0.0,0.0,0.0,733,18360,10995,-7365
4591,1.0,1.0,1.0,734,18364,11010,-7354
4592,0.0,0.0,0.0,734,18368,11010,-7358
4593,0.0,0.0,0.0,734,18372,11010,-7362
4594,1.0,1.0,1.0,735,18376,11025,-7351
4595,0.0,0.0,0.0,735,18380,11025,-7355
4596,1.0,1.0,1.0,736,18384,11040,-7344
4597,0.0,0.0,0.0,736,18388,11040,-7348
4598,0.0,0.0,0.0,736,18392,11040,-7352
4599,1.0,1.0,1.0,737,18396,11055,-7341
4600,0.0,0.0,0.0,737,18400,11055,-7345
4601,1.0,0.0,0.3333333333333333,738,18404,11070,-7334
4602,0.0,0.0,0.0,738,18408,11070,-7338
4603,0.0,0.0,0.0,738,18412,11070,-7342
4604,0.0,0.0,0.0,738,18416,11070,-7346
4605,0.0,0.0,0.0,738,18420,11070,-7350
4606,0.0,0.0,0.0,738,18424,11070,-7354
4607,1.0,1.0,1.0,739,18428,11085,-7343
4608,0.0,0.0,0.0,739,18432,11085,-7347
4609,0.0,0.0,0.0,739,18436,11085,-7351
4610,0.0,0.0,0.0,739,18440,11085,-7355
4611,0.0,0.0,0.0,739,18444,11085,-7359
4612,1.0,1.0,1.0,740,18448,11100,-7348
4613,1.0,1.0,1.0,741,18452,11115,-7337
4614,0.0,0.0,0.0,741,18456,11115,-7341
4615,0.0,0.0,0.0,741,18460,11115,-7345
4616,0.0,0.0,0.0,741,18464,11115,-7349
4617,0.0,0.0,0.0,741,18468,11115,-7353
4618,0.0,0.0,0.0,741,18472,11115,-7357
4619,0.0,0.0,0.0,741,18476,11115,-7361
4620,0.0,0.0,0.0,741,18480,11115,-7365
4621,0.0,0.0,0.0,741,18484,11115,-7369
4622,0.0,0.0,0.0,741,18488,11115,-7373
4623,1.0,1.0,1.0,742,18492,11130,-7362
4624,0.0,0.0,0.0,742,18496,11130,-7366
4625,0.0,0.0,0.0,742,18500,11130,-7370
4626,0.0,0.0,0.0,742,18504,11130,-7374
4627,0.0,0.0,0.0,742,18508,11130,-7378
4628,0.0,0.0,0.0,742,18512,11130,-7382
4629,0.0,0.0,0.0,742,18516,11130,-7386
4630,0.0,0.0,0.0,742,18520,11130,-7390
4631,1.0,1.0,1.0,743,18524,11145,-7379
4632,1.0,1.0,1.0,744,18528,11160,-7368
4633,0.0,0.0,0.0,744,18532,11160,-7372
4634,0.0,0.0,0.0,744,18536,11160,-7376
4635,0.0,0.0,0.0,744,18540,11160,-7380
4636,0.0,0.0,0.0,744,18544,11160,-7384
4637,0.0,0.0,0.0,744,18548,11160,-7388
4638,0.0,0.0,0.0,744,18552,11160,-7392
4639,1.0,1.0,1.0,745,18556,11175,-7381
4640,0.0,0.0,0.0,745,18560,11175,-7385
4641,0.0,0.0,0.0,745,18564,11175,-7389
4642,0.0,0.0,0.0,745,18568,11175,-7393
4643,0.0,0.0,0.0,745,18572,11175,-7397
4644,0.0,0.0,0.0,745,18576,11175,-7401
4645,0.0,0.0,0.0,745,18580,11175,-7405
4646,0.0,0.0,0.0,745,18584,11175,-7409
4647,0.0,0.0,0.0,745,18588,11175,-7413
4648,1.0,0.0,0.25,746,18592,11190,-7402
4649,0.0,0.0,0.0,746,18596,11190,-7406
4650,0.0,0.0,0.0,746,18600,11190,-7410
4651,0.0,0.0,0.0,746,18604,11190,-7414
4652,0.0,0.0,0.0,746,18608,11190,-7418
4653,1.0,1.0,1.0,747,18612,11205,-7407
4654,0.0,0.0,0.0,747,18616,11205,-7411
4655,0.0,1.0,0.6,747,18620,11205,-7415
4656,0.0,0.0,0.0,747,18624,11205,-7419
4657,1.0,1.0,1.0,748,18628,11220,-7408
4658,0.0,0.0,0.0,748,18632,11220,-7412
4659,0.0,0.0,0.0,748,18636,11220,-7416
4660,0.0,0.0,0.0,748,18640,11220,-7420
4661,0.0,0.0,0.0,748,18644,11220,-7424
4662,0.0,0.0,0.0,748,18648,11220,-7428
4663,1.0,1.0,1.0,749,18652,11235,-7417
4664,0.0,0.0,0.0,749,18656,11235,-7421
4665,0.0,0.0,0.0,749,18660,11235,-7425
4666,0.0,0.0,0.0,749,18664,11235,-7429
4667,0.0,0.0,0.0,749,18668,11235,-7433
4668,0.0,0.0,0.0,749,18672,11235,-7437
4669,0.0,0.0,0.0,749,18676,11235,-7441
4670,0.0,0.0,0.0,749,18680,11235,-7445
4671,0.0,0.0,0.0,749,18684,11235,-7449
4672,0.0,0.0,0.0,749,18688,11235,-7453
4673,0.0,0.0,0.0,749,18692,11235,-7457
4674,1.0,1.0,0.75,750,18696,11250,-7446
4675,0.0,0.0,0.0,750,18700,11250,-7450
4676,0.0,0.0,0.0,750,18704,11250,-7454
4677,0.0,0.0,0.0,750,18708,11250,-7458
4678,0.0,0.0,0.0,750,18712,11250,-7462
4679,0.0,0.0,0.0,750,18716,11250,-7466
4680,1.0,1.0,1.0,751,18720,11265,-7455
4681,0.0,0.0,0.0,751,18724,11265,-7459
4682,0.0,0.0,0.0,751,18728,11265,-7463
4683,1.0,1.0,1.0,752,18732,11280,-7452
4684,0.0,0.0,0.0,752,18736,11280,-7456
4685,1.0,1.0,1.0,753,18740,11295,-7445
4686,0.0,0.0,0.0,753,18744,11295,-7449
4687,0.0,0.0,0.0,753,18748,11295,-7453
4688,0.0,0.0,0.0,753,18752,11295,-7457
4689,0.0,0.0,0.3333333333333333,753,18756,11295,-7461
4690,0.0,0.0,0.0,753,18760,11295,-7465
4691,0.0,0.0,0.0,753,18764,11295,-7469
4692,0.0,0.0,0.0,753,18768,11295,-7473
4693,0.0,0.0,0.0,753,18772,11295,-7477
4694,0.0,0.0,0.0,753,18776,11295,-7481
4695,0.0,0.0,0.0,753,18780,11295,-7485
4696,0.0,0.0,0.0,753,18784,11295,-7489
4697,0.0,0.0,0.0,753,18788,11295,-7493
4698,0.0,0.0,0.0,753,18792,11295,-7497
4699,0.0,0.0,0.0,753,18796,11295,-7501
4700,0.0,0.0,0.4,753,18800,11295,-7505
4701,1.0,1.0,1.0,754,18804,11310,-7494
4702,0.0,0.0,0.0,754,18808,11310,-7498
4703,0.0,0.0,0.0,754,18812,11310,-7502
4704,0.0,1.0,0.6666666666666666,754,18816,11310,-7506
4705,1.0,1.0,1.0,755,18820,11325,-7495
4706,0.0,0.0,0.0,755,18824,11325,-7499
4707,1.0,1.0,1.0,756,18828,11340,-7488
4708,0.0,0.0,0.0,756,18832,11340,-7492
4709,0.0,0.0,0.0,756,18836,11340,-7496
4710,0.0,0.0,0.0,756,18840,11340,-7500
4711,0.0,0.0,0.0,756,18844,11340,-7504
4712,0.0,0.0,0.0,756,18848,11340,-7508
4713,1.0,0.0,0.3333333333333333,757,18852,11355,-7497
4714,0.0,0.0,0.0,757,18856,11355,-7501
4715,0.0,0.0,0.0,757,18860,11355,-7505
4716,0.0,0.0,0.2,757,18864,11355,-7509
4717,0.0,0.0,0.0,757,18868,11355,-7513
4718,0.0,0.0,0.0,757,18872,11355,-7517
4719,0.0,0.0,0.0,757,18876,11355,-7521
4720,0.0,0.0,0.0,757,18880,11355,-7525
4721,0.0,0.0,0.0,757,18884,11355,-7529
4722,1.0,1.0,1.0,758,18888,11370,-7518
4723,0.0,0.0,0.0,758,18892,11370,-7522
4724,1.0,1.0,1.0,759,18896,11385,-7511
4725,0.0,0.0,0.0,759,18900,11385,-7515
4726,0.0,0.0,0.0,759,18904,11385,-7519
4727,1.0,0.0,0.3333333333333333,760,18908,11400,-7508
4728,0.0,0.0,0.0,760,18912,11400,-7512
4729,0.0,0.0,0.0,760,18916,11400,-7516
4730,1.0,1.0,1.0,761,18920,11415,-7505
4731,0.0,0.0,0.0,761,18924,11415,-7509
4732,0.0,0.0,0.0,761,18928,11415,-7513
4733,0.0,0.0,0.0,761,18932,11415,-7517
4734,0.0,0.0,0.0,761,18936,11415,-7521
4735,0.0,0.0,0.0,761,18940,11415,-7525
4736,0.0,0.0,0.0,761,18944,11415,-7529
4737,0.0,0.0,0.0,761,18948,11415,-7533
4738,1.0,0.0,0.5,762,18952,11430,-7522
4739,0.0,0.0,0.0,762,18956,11430,-7526
4740,0.0,0.0,0.0,762,18960,11430,-7530
4741,0.0,0.0,0.0,762,18964,11430,-7534
4742,1.0,1.0,1.0,763,18968,11445,-7523
4743,0.0,0.0,0.0,763,18972,11445,-7527
4744,0.0,0.0,0.0,763,18976,11445,-7531
4745,0.0,0.0,0.0,763,18980,11445,-7535
4746,0.0,0.0,0.0,763,18984,11445,-7539
4747,0.0,0.0,0.0,763,18988,11445,-7543
4748,0.0,0.0,0.0,763,18992,11445,-7547
4749,1.0,1.0,0.6,764,18996,11460,-7536
4750,0.0,0.0,0.0,764,19000,11460,-7540
4751,0.0,0.0,0.0,764,19004,11460,-7544
4752,1.0,1.0,0.6666666666666666,765,19008,11475,-7533
4753,0.0,0.0,0.0,765,19012,11475,-7537
4754,0.0,0.0,0.0,765,19016,11475,-7541
4755,0.0,0.0,0.0,765,19020,11475,-7545
4756,0.0,0.0,0.0,765,19024,11475,-7549
4757,0.0,0.0,0.0,765,19028,11475,-7553
4758,0.0,0.0,0.0,765,19032,11475,-7557
4759,0.0,0.0,0.0,765,19036,11475,-7561
4760,0.0,0.0,0.0,765,19040,11475,-7565
4761,0.0,0.0,0.0,765,19044,11475,-7569
4762,0.0,0.0,0.0,765,19048,11475,-7573
4763,0.0,0.0,0.0,765,19052,11475,-7577
4764,0.0,0.0,0.0,765,19056,11475,-7581
4765,0.0,0.0,0.0,765,19060,11475,-7585
4766,0.0,0.0,0.0,765,19064,11475,-7589
4767,0.0,0.0,0.0,765,19068,11475,-7593
4768,1.0,1.0,1.0,766,19072,11490,-7582
4769,0.0,0.0,0.0,766,19076,11490,-7586
4770,0.0,0.0,0.0,766,19080,11490,-7590
4771,1.0,1.0,1.0,767,19084,11505,-7579
4772,0.0,0.0,0.0,767,19088,11505,-7583
4773,0.0,0.0,0.0,767,19092,11505,-7587
4774,0.0,0.0,0.0,767,19096,11505,-7591
4775,0.0,0.0,0.0,767,19100,11505,-7595
4776,0.0,0.0,0.0,767,19104,11505,-7599
4777,1.0,1.0,1.0,768,19108,11520,-7588
4778,0.0,0.0,0.0,768,19112,11520,-7592
4779,0.0,0.0,0.0,768,19116,11520,-7596
4780,0.0,0.0,0.0,768,19120,11520,-7600
4781,0.0,0.0,0.0,768,19124,11520,-7604
4782,1.0,1.0,1.0,769,19128,11535,-7593
4783,0.0,0.0,0.0,769,19132,11535,-7597
4784,0.0,0.0,0.0,769,19136,11535,-7601
4785,0.0,0.0,0.0,769,19140,11535,-7605
4786,0.0,0.0,0.0,769,19144,11535,-7609
4787,0.0,0.0,0.0,769,19148,11535,-7613
4788,0.0,0.0,0.0,769,19152,11535,-7617
4789,0.0,1.0,0.75,769,19156,11535,-7621
4790,0.0,0.0,0.0,769,19160,11535,-7625
4791,0.0,0.0,0.0,769,19164,11535,-7629
4792,1.0,1.0,1.0,770,19168,11550,-7618
4793,0.0,0.0,0.0,770,19172,11550,-7622
4794,0.0,0.0,0.0,770,19176,11550,-7626
4795,0.0,0.0,0.0,770,19180,11550,-7630
4796,1.0,1.0,1.0,771,19184,11565,-7619
4797,0.0,0.0,0.0,771,19188,11565,-7623
4798,0.0,0.0,0.0,771,19192,11565,-7627
4799,0.0,0.0,0.0,771,19196,11565,-7631
4800,0.0,0.0,0.0,771,19200,11565,-7635
4801,0.0,0.0,0.0,771,19204,11565,-7639
4802,0.0,0.0,0.0,771,19208,11565,-7643
4803,0.0,1.0,0.6,771,19212,11565,-7647
4804,0.0,0.0,0.0,771,19216,11565,-7651
4805,0.0,0.0,0.0,771,19220,11565,-7655
4806,1.0,1.0,1.0,772,19224,11580,-7644
4807,1.0,1.0,1.0,773,19228,11595,-7633
4808,0.0,0.0,0.0,773,19232,11595,-7637
4809,0.0,0.0,0.0,773,19236,11595,-7641
4810,0.0,0.0,0.0,773,19240,11595,-7645
4811,0.0,0.0,0.0,773,19244,11595,-7649
4812,0.0,0.0,0.0,773,19248,11595,-7653
4813,0.0,0.0,0.0,773,19252,11595,-7657
4814,1.0,1.0,1.0,774,19256,11610,-7646
4815,0.0,0.0,0.0,774,19260,11610,-7650
4816,0.0,0.0,0.0,774,19264,11610,-7654
4817,0.0,0.0,0.0,774,19268,11610,-7658
4818,0.0,0.0,0.0,774,19272,11610,-7662
4819,0.0,0.0,0.0,774,19276,11610,-7666
4820,0.0,0.0,0.0,774,19280,11610,-7670
4821,0.0,0.0,0.0,774,19284,11610,-7674
4822,0.0,0.0,0.0,774,19288,11610,-7678
4823,0.0,0.0,0.0,774,19292,11610,-7682
4824,0.0,0.0,0.0,774,19296,11610,-7686
4825,0.0,0.0,0.0,774,19300,11610,-7690
4826,0.0,0.0,0.0,774,19304,11610,-7694
4827,0.0,0.0,0.4,774,19308,11610,-7698
4828,0.0,1.0,0.6666666666666666,774,19312,11610,-7702
4829,0.0,0.0,0.0,774,19316,11610,-7706
4830,0.0,0.0,0.0,774,19320,11610,-7710
4831,0.0,0.0,0.0,774,19324,11610,-7714
4832,0.0,0.0,0.0,774,19328,11610,-7718
4833,0.0,0.0,0.0,774,19332,11610,-7722
4834,0.0,0.0,0.0,774,19336,11610,-7726
4835,0.0,0.0,0.0,774,19340,11610,-7730
4836,0.0,0.0,0.0,774,19344,11610,-7734
4837,0.0,0.0,0.0,774,19348,11610,-7738
4838,0.0,0.0,0.0,774,19352,11610,-7742
4839,0.0,0.0,0.0,774,19356,11610,-7746
4840,0.0,0.0,0.0,774,19360,11610,-7750
4841,0.0,0.0,0.0,774,19364,11610,-7754
4842,0.0,0.0,0.0,774,19368,11610,-7758
4843,0.0,0.0,0.0,774,19372,11610,-7762
4844,0.0,0.0,0.0,774,19376,11610,-7766
4845,0.0,0.0,0.0,774,19380,11610,-7770
4846,0.0,0.0,0.3333333333333333,774,19384,11610,-7774
4847,0.0,0.0,0.0,774,19388,11610,-7778
4848,0.0,0.0,0.0,774,19392,11610,-7782
4849,0.0,0.0,0.0,774,19396,11610,-7786
4850,0.0,0.0,0.0,774,19400,11610,-7790
4851,0.0,0.0,0.0,774,19404,11610,-7794
4852,0.0,0.0,0.0,774,19408,11610,-7798
4853,0.0,0.0,0.0,774,19412,11610,-7802
4854,0.0,0.0,0.0,774,19416,11610,-7806
4855,0.0,0.0,0.0,774,19420,11610,-7810
4856,0.0,0.0,0.0,774,19424,11610,-7814
4857,0.0,0.0,0.0,774,19428,11610,-7818
4858,0.0,0.0,0.0,774,19432,11610,-7822
4859,1.0,1.0,1.0,775,19436,11625,-7811
4860,0.0,0.0,0.0,775,19440,11625,-7815
4861,0.0,0.0,0.0,775,19444,11625,-7819
4862,0.0,0.0,0.0,775,19448,11625,-7823
4863,0.0,0.0,0.0,775,19452,11625,-7827
4864,0.0,0.0,0.0,775,19456,11625,-7831
4865,0.0,0.0,0.0,775,19460,11625,-7835
4866,0.0,0.0,0.0,775,19464,11625,-7839
4867,0.0,0.0,0.0,775,19468,11625,-7843
4868,0.0,0.0,0.3333333333333333,775,19472,11625,-7847
4869,0.0,0.0,0.0,775,19476,11625,-7851
4870,1.0,1.0,1.0,776,19480,11640,-7840
4871,0.0,0.0,0.0,776,19484,11640,-7844
4872,0.0,0.0,0.0,776,19488,11640,-7848
4873,1.0,1.0,1.0,777,19492,11655,-7837
4874,0.0,0.0,0.0,777,19496,11655,-7841
4875,0.0,0.0,0.0,777,19500,11655,-7845
4876,0.0,0.0,0.0,777,19504,11655,-7849
4877,0.0,0.0,0.0,777,19508,11655,-7853
4878,0.0,0.0,0.0,777,19512,11655,-7857
4879,0.0,0.0,0.0,777,19516,11655,-7861
4880,0.0,0.0,0.0,777,19520,11655,-7865
4881,0.0,0.0,0.0,777,19524,11655,-7869
4882,0.0,0.0,0.0,777,19528,11655,-7873
4883,0.0,0.0,0.0,777,19532,11655,-7877
4884,0.0,1.0,0.6,777,19536,11655,-7881
4885,1.0,1.0,1.0,778,19540,11670,-7870
4886,0.0,0.0,0.0,778,19544,11670,-7874
4887,1.0,1.0,1.0,779,19548,11685,-7863
4888,0.0,0.0,0.0,779,19552,11685,-7867
4889,0.0,0.0,0.0,779,19556,11685,-7871
4890,0.0,0.0,0.0,779,19560,11685,-7875
4891,0.0,0.0,0.0,779,19564,11685,-7879
4892,1.0,1.0,1.0,780,19568,11700,-7868
4893,0.0,0.0,0.0,780,19572,11700,-7872
4894,0.0,0.0,0.0,780,19576,11700,-7876
4895,0.0,0.0,0.0,780,19580,11700,-7880
4896,0.0,0.0,0.0,780,19584,11700,-7884
4897,1.0,1.0,1.0,781,19588,11715,-7873
4898,0.0,0.0,0.0,781,19592,11715,-7877
4899,1.0,1.0,0.6666666666666666,782,19596,11730,-7866
4900,0.0,0.0,0.0,782,19600,11730,-7870
4901,1.0,1.0,1.0,783,19604,11745,-7859
4902,0.0,0.0,0.3333333333333333,783,19608,11745,-7863
4903,0.0,0.0,0.0,783,19612,11745,-7867
4904,0.0,0.0,0.0,783,19616,11745,-7871
4905,0.0,0.0,0.0,783,19620,11745,-7875
4906,0.0,0.0,0.0,783,19624,11745,-7879
4907,0.0,0.0,0.0,783,19628,11745,-7883
4908,0.0,0.0,0.0,783,19632,11745,-7887
4909,0.0,0.0,0.0,783,19636,11745,-7891
4910,1.0,1.0,0.75,784,19640,11760,-7880
4911,0.0,0.0,0.0,784,19644,11760,-7884
4912,0.0,0.0,0.0,784,19648,11760,-7888
4913,0.0,0.0,0.0,784,19652,11760,-7892
4914,1.0,0.0,0.4,785,19656,11775,-7881
4915,0.0,0.0,0.0,785,19660,11775,-7885
4916,0.0,0.0,0.0,785,19664,11775,-7889
4917,0.0,0.0,0.0,785,19668,11775,-7893
4918,0.0,0.0,0.0,785,19672,11775,-7897
4919,0.0,0.0,0.0,785,19676,11775,-7901
4920,0.0,0.0,0.0,785,19680,11775,-7905
4921,0.0,0.0,0.0,785,19684,11775,-7909
4922,0.0,0.0,0.0,785,19688,11775,-7913
4923,0.0,0.0,0.0,785,19692,11775,-7917
4924,0.0,0.0,0.0,785,19696,11775,-7921
4925,0.0,0.0,0.0,785,19700,11775,-7925
4926,0.0,0.0,0.0,785,19704,11775,-7929
4927,0.0,0.0,0.0,785,19708,11775,-7933
4928,0.0,0.0,0.0,785,19712,11775,-7937
4929,0.0,0.0,0.0,785,19716,11775,-7941
4930,0.0,0.0,0.0,785,19720,11775,-7945
4931,0.0,0.0,0.0,785,19724,11775,-7949
4932,0.0,0.0,0.0,785,19728,11775,-7953
4933,0.0,0.0,0.0,785,19732,11775,-7957
4934,0.0,0.0,0.25,785,19736,11775,-7961
4935,0.0,0.0,0.0,785,19740,11775,-7965
4936,0.0,0.0,0.0,785,19744,11775,-7969
4937,0.0,0.0,0.0,785,19748,11775,-7973
4938,0.0,0.0,0.0,785,19752,11775,-7977
4939,1.0,1.0,1.0,786,19756,11790,-7966
4940,0.0,0.0,0.0,786,19760,11790,-7970
4941,0.0,0.0,0.0,786,19764,11790,-7974
4942,0.0,0.0,0.0,786,19768,11790,-7978
4943,0.0,0.0,0.0,786,19772,11790,-7982
4944,0.0,0.0,0.0,786,19776,11790,-7986
4945,1.0,1.0,1.0,787,19780,11805,-7975
4946,1.0,1.0,1.0,788,19784,11820,-7964
4947,0.0,0.0,0.0,788,19788,11820,-7968
4948,0.0,0.0,0.0,788,19792,11820,-7972
4949,0.0,0.0,0.0,788,19796,11820,-7976
4950,0.0,0.0,0.0,788,19800,11820,-7980
4951,0.0,0.0,0.0,788,19804,11820,-7984
4952,0.0,0.0,0.0,788,19808,11820,-7988
4953,0.0,0.0,0.0,788,19812,11820,-7992
4954,0.0,0.0,0.0,788,19816,11820,-7996
4955,0.0,0.0,0.0,788,19820,11820,-8000
4956,0.0,0.0,0.0,788,19824,11820,-8004
4957,0.0,0.0,0.0,788,19828,11820,-8008
4958,0.0,0.0,0.0,788,19832,11820,-8012
4959,0.0,0.0,0.0,788,19836,11820,-8016
4960,0.0,0.0,0.0,788,19840,11820,-8020
4961,0.0,0.0,0.0,788,19844,11820,-8024
4962,0.0,0.0,0.0,788,19848,11820,-8028
4963,0.0,0.0,0.0,788,19852,11820,-8032
4964,0.0,0.0,0.0,788,19856,11820,-8036
4965,0.0,0.0,0.0,788,19860,11820,-8040
4966,0.0,0.0,0.0,788,19864,11820,-8044
4967,0.0,0.0,0.0,788,19868,11820,-8048
4968,0.0,0.0,0.0,788,19872,11820,-8052
4969,0.0,0.0,0.4,788,19876,11820,-8056
4970,1.0,1.0,0.6666666666666666,789,19880,11835,-8045
4971,0.0,0.0,0.0,789,19884,11835,-8049
4972,0.0,0.0,0.0,789,19888,11835,-8053
4973,0.0,0.0,0.0,789,19892,11835,-8057
4974,1.0,1.0,1.0,790,19896,11850,-8046
4975,0.0,0.0,0.0,790,19900,11850,-8050
4976,0.0,0.0,0.0,790,19904,11850,-8054
4977,0.0,0.0,0.0,790,19908,11850,-8058
4978,0.0,0.0,0.0,790,19912,11850,-8062
4979,1.0,1.0,1.0,791,19916,11865,-8051
4980,0.0,0.0,0.0,791,19920,11865,-8055
4981,0.0,0.0,0.0,791,19924,11865,-8059
4982,0.0,0.0,0.3333333333333333,791,19928,11865,-8063
4983,1.0,1.0,0.8,792,19932,11880,-8052
4984,0.0,0.0,0.0,792,19936,11880,-8056
4985,0.0,0.0,0.0,792,19940,11880,-8060
4986,0.0,0.0,0.0,792,19944,11880,-8064
4987,0.0,0.0,0.0,792,19948,11880,-8068
4988,0.0,0.0,0.0,792,19952,11880,-8072
4989,0.0,0.0,0.0,792,19956,11880,-8076
4990,1.0,1.0,1.0,793,19960,11895,-8065
4991,0.0,0.0,0.0,793,19964,11895,-8069
4992,0.0,0.0,0.0,793,19968,11895,-8073
4993,0.0,0.0,0.0,793,19972,11895,-8077
4994,0.0,0.0,0.0,793,19976,11895,-8081
4995,0.0,0.0,0.0,793,19980,11895,-8085
4996,0.0,0.0,0.0,793,19984,11895,-8089
4997,0.0,0.0,0.0,793,19988,11895,-8093
4998,0.0,1.0,0.6666666666666666,793,19992,11895,-8097
4999,0.0,0.0,0.0,793,19996,11895,-8101
5000,1.0,1.0,1.0,794,20000,11910,-8090
5001,0.0,0.0,0.0,794,20004,11910,-8094
5002,1.0,1.0,1.0,795,20008,11925,-8083
5003,1.0,0.0,0.4,796,20012,11940,-8072
5004,0.0,0.0,0.0,796,20016,11940,-8076
5005,0.0,0.0,0.0,796,20020,11940,-8080
5006,0.0,0.0,0.0,796,20024,11940,-8084
5007,0.0,0.0,0.0,796,20028,11940,-8088
5008,0.0,0.0,0.0,796,20032,11940,-8092
5009,0.0,0.0,0.0,796,20036,11940,-8096
5010,0.0,0.0,0.0,796,20040,11940,-8100
5011,0.0,0.0,0.0,796,20044,11940,-8104
5012,1.0,1.0,0.6666666666666666,797,20048,11955,-8093
5013,0.0,0.0,0.0,797,20052,11955,-8097
5014,0.0,0.0,0.0,797,20056,11955,-8101
5015,1.0,1.0,1.0,798,20060,11970,-8090
5016,0.0,0.0,0.0,798,20064,11970,-8094
5017,0.0,0.0,0.0,798,20068,11970,-8098
5018,0.0,0.0,0.0,798,20072,11970,-8102
5019,1.0,1.0,1.0,799,20076,11985,-8091
5020,0.0,0.0,0.0,799,20080,11985,-8095
5021,0.0,0.0,0.3333333333333333,799,20084,11985,-8099
5022,0.0,0.0,0.0,799,20088,11985,-8103
5023,0.0,0.0,0.0,799,20092,11985,-8107
5024,0.0,0.0,0.0,799,20096,11985,-8111
5025,1.0,1.0,1.0,800,20100,12000,-8100
5026,0.0,0.0,0.0,800,20104,12000,-8104
5027,0.0,0.0,0.0,800,20108,12000,-8108
5028,0.0,0.0,0.3333333333333333,800,20112,12000,-8112
5029,0.0,0.0,0.0,800,20116,12000,-8116
5030,0.0,0.0,0.0,800,20120,12000,-8120
5031,0.0,0.0,0.0,800,20124,12000,-8124
5032,0.0,0.0,0.0,800,20128,12000,-8128
5033,0.0,0.0,0.0,800,20132,12000,-8132
5034,0.0,0.0,0.0,800,20136,12000,-8136
5035,0.0,0.0,0.0,800,20140,12000,-8140
5036,0.0,0.0,0.0,800,20144,12000,-8144
