index,actual,predicted,probability,cumul_pos,cost,revenue,profit
14919,1.0,0.0,0.3333333333333333,3488,16512,52320,35808
14945,0.0,0.0,0.3333333333333333,3488,16516,52320,35804
14981,1.0,0.0,0.3333333333333333,3489,16520,52335,35815
14994,1.0,0.0,0.3333333333333333,3490,16524,52350,35826
15037,0.0,0.0,0.3333333333333333,3490,16528,52350,35822
15058,1.0,0.0,0.3333333333333333,3491,16532,52365,35833
15090,1.0,0.0,0.3333333333333333,3492,16536,52380,35844
15104,0.0,0.0,0.3333333333333333,3492,16540,52380,35840
15144,0.0,0.0,0.3333333333333333,3492,16544,52380,35836
15162,0.0,0.0,0.3333333333333333,3492,16548,52380,35832
15176,0.0,0.0,0.3333333333333333,3492,16552,52380,35828
15204,0.0,0.0,0.3333333333333333,3492,16556,52380,35824
15233,0.0,0.0,0.3333333333333333,3492,16560,52380,35820
15235,1.0,0.0,0.3333333333333333,3493,16564,52395,35831
15298,0.0,0.0,0.3333333333333333,3493,16568,52395,35827
15333,0.0,0.0,0.3333333333333333,3493,16572,52395,35823
15381,0.0,0.0,0.3333333333333333,3493,16576,52395,35819
15421,0.0,0.0,0.3333333333333333,3493,16580,52395,35815
15462,0.0,0.0,0.3333333333333333,3493,16584,52395,35811
15571,1.0,0.0,0.3333333333333333,3494,16588,52410,35822
15651,1.0,0.0,0.3333333333333333,3495,16592,52425,35833
15734,0.0,0.0,0.3333333333333333,3495,16596,52425,35829
15798,0.0,0.0,0.3333333333333333,3495,16600,52425,35825
15839,1.0,0.0,0.3333333333333333,3496,16604,52440,35836
15844,0.0,0.0,0.3333333333333333,3496,16608,52440,35832
15875,0.0,0.0,0.3333333333333333,3496,16612,52440,35828
15908,0.0,0.0,0.3333333333333333,3496,16616,52440,35824
16055,0.0,0.0,0.3333333333333333,3496,16620,52440,35820
16056,0.0,0.0,0.3333333333333333,3496,16624,52440,35816
16085,1.0,0.0,0.3333333333333333,3497,16628,52455,35827
16092,0.0,0.0,0.3333333333333333,3497,16632,52455,35823
16102,0.0,0.0,0.3333333333333333,3497,16636,52455,35819
16107,0.0,0.0,0.3333333333333333,3497,16640,52455,35815
16111,0.0,0.0,0.3333333333333333,3497,16644,52455,35811
16134,0.0,0.0,0.3333333333333333,3497,16648,52455,35807
16136,0.0,0.0,0.3333333333333333,3497,16652,52455,35803
16165,0.0,0.0,0.3333333333333333,3497,16656,52455,35799
16166,0.0,0.0,0.3333333333333333,3497,16660,52455,35795
16168,1.0,0.0,0.3333333333333333,3498,16664,52470,35806
16175,1.0,0.0,0.3333333333333333,3499,16668,52485,35817
16190,0.0,0.0,0.3333333333333333,3499,16672,52485,35813
16229,0.0,0.0,0.3333333333333333,3499,16676,52485,35809
16410,0.0,0.0,0.3333333333333333,3499,16680,52485,35805
16426,1.0,0.0,0.3333333333333333,3500,16684,52500,35816
16432,1.0,0.0,0.3333333333333333,3501,16688,52515,35827
16493,0.0,0.0,0.3333333333333333,3501,16692,52515,35823
16505,1.0,0.0,0.3333333333333333,3502,16696,52530,35834
16521,0.0,0.0,0.3333333333333333,3502,16700,52530,35830
16578,0.0,0.0,0.3333333333333333,3502,16704,52530,35826
16645,0.0,0.0,0.3333333333333333,3502,16708,52530,35822
16646,0.0,0.0,0.3333333333333333,3502,16712,52530,35818
16751,1.0,0.0,0.3333333333333333,3503,16716,52545,35829
16773,1.0,0.0,0.3333333333333333,3504,16720,52560,35840
16793,0.0,0.0,0.3333333333333333,3504,16724,52560,35836
16847,0.0,0.0,0.3333333333333333,3504,16728,52560,35832
16857,1.0,0.0,0.3333333333333333,3505,16732,52575,35843
16858,0.0,0.0,0.3333333333333333,3505,16736,52575,35839
16943,0.0,0.0,0.3333333333333333,3505,16740,52575,35835
16982,1.0,0.0,0.3333333333333333,3506,16744,52590,35846
17037,0.0,0.0,0.3333333333333333,3506,16748,52590,35842
17065,0.0,0.0,0.3333333333333333,3506,16752,52590,35838
17069,0.0,0.0,0.3333333333333333,3506,16756,52590,35834
17072,0.0,0.0,0.3333333333333333,3506,16760,52590,35830
17131,1.0,0.0,0.3333333333333333,3507,16764,52605,35841
17173,0.0,0.0,0.3333333333333333,3507,16768,52605,35837
17194,1.0,0.0,0.3333333333333333,3508,16772,52620,35848
17230,0.0,0.0,0.3333333333333333,3508,16776,52620,35844
17420,0.0,0.0,0.3333333333333333,3508,16780,52620,35840
17567,0.0,0.0,0.3333333333333333,3508,16784,52620,35836
17586,0.0,0.0,0.3333333333333333,3508,16788,52620,35832
17655,1.0,0.0,0.3333333333333333,3509,16792,52635,35843
17735,0.0,0.0,0.3333333333333333,3509,16796,52635,35839
17751,0.0,0.0,0.3333333333333333,3509,16800,52635,35835
17762,1.0,0.0,0.3333333333333333,3510,16804,52650,35846
17772,0.0,0.0,0.3333333333333333,3510,16808,52650,35842
17827,1.0,0.0,0.3333333333333333,3511,16812,52665,35853
17849,1.0,0.0,0.3333333333333333,3512,16816,52680,35864
17886,1.0,0.0,0.3333333333333333,3513,16820,52695,35875
17981,0.0,0.0,0.3333333333333333,3513,16824,52695,35871
17991,0.0,0.0,0.3333333333333333,3513,16828,52695,35867
18133,0.0,0.0,0.3333333333333333,3513,16832,52695,35863
18237,1.0,0.0,0.3333333333333333,3514,16836,52710,35874
18279,1.0,0.0,0.3333333333333333,3515,16840,52725,35885
18334,0.0,0.0,0.3333333333333333,3515,16844,52725,35881
18349,0.0,0.0,0.3333333333333333,3515,16848,52725,35877
18489,0.0,0.0,0.3333333333333333,3515,16852,52725,35873
18526,0.0,0.0,0.3333333333333333,3515,16856,52725,35869
18565,0.0,0.0,0.3333333333333333,3515,16860,52725,35865
18603,1.0,0.0,0.3333333333333333,3516,16864,52740,35876
18696,1.0,0.0,0.3333333333333333,3517,16868,52755,35887
18702,0.0,0.0,0.3333333333333333,3517,16872,52755,35883
18707,0.0,0.0,0.3333333333333333,3517,16876,52755,35879
18772,1.0,0.0,0.3333333333333333,3518,16880,52770,35890
18781,0.0,0.0,0.3333333333333333,3518,16884,52770,35886
18797,1.0,0.0,0.3333333333333333,3519,16888,52785,35897
18803,1.0,0.0,0.3333333333333333,3520,16892,52800,35908
18899,0.0,0.0,0.3333333333333333,3520,16896,52800,35904
18922,1.0,0.0,0.3333333333333333,3521,16900,52815,35915
18973,0.0,0.0,0.3333333333333333,3521,16904,52815,35911
18974,1.0,0.0,0.3333333333333333,3522,16908,52830,35922
18980,0.0,0.0,0.3333333333333333,3522,16912,52830,35918
19002,0.0,0.0,0.3333333333333333,3522,16916,52830,35914
19028,0.0,0.0,0.3333333333333333,3522,16920,52830,35910
19039,0.0,0.0,0.3333333333333333,3522,16924,52830,35906
19059,1.0,0.0,0.3333333333333333,3523,16928,52845,35917
19094,0.0,0.0,0.3333333333333333,3523,16932,52845,35913
19162,0.0,0.0,0.3333333333333333,3523,16936,52845,35909
19206,0.0,0.0,0.3333333333333333,3523,16940,52845,35905
19242,1.0,0.0,0.3333333333333333,3524,16944,52860,35916
19286,0.0,0.0,0.3333333333333333,3524,16948,52860,35912
19333,0.0,0.0,0.3333333333333333,3524,16952,52860,35908
19347,1.0,0.0,0.3333333333333333,3525,16956,52875,35919
19357,0.0,0.0,0.3333333333333333,3525,16960,52875,35915
19429,0.0,0.0,0.3333333333333333,3525,16964,52875,35911
19443,1.0,0.0,0.3333333333333333,3526,16968,52890,35922
19452,0.0,0.0,0.3333333333333333,3526,16972,52890,35918
19474,0.0,0.0,0.3333333333333333,3526,16976,52890,35914
19564,1.0,0.0,0.3333333333333333,3527,16980,52905,35925
19581,0.0,0.0,0.3333333333333333,3527,16984,52905,35921
19610,0.0,0.0,0.3333333333333333,3527,16988,52905,35917
19653,0.0,0.0,0.3333333333333333,3527,16992,52905,35913
19720,1.0,0.0,0.3333333333333333,3528,16996,52920,35924
19741,0.0,0.0,0.3333333333333333,3528,17000,52920,35920
19759,0.0,0.0,0.3333333333333333,3528,17004,52920,35916
19792,1.0,0.0,0.3333333333333333,3529,17008,52935,35927
19826,1.0,0.0,0.3333333333333333,3530,17012,52950,35938
19842,0.0,0.0,0.3333333333333333,3530,17016,52950,35934
19886,0.0,0.0,0.3333333333333333,3530,17020,52950,35930
19908,0.0,0.0,0.3333333333333333,3530,17024,52950,35926
19938,0.0,0.0,0.3333333333333333,3530,17028,52950,35922
19992,0.0,0.0,0.3333333333333333,3530,17032,52950,35918
20024,0.0,0.0,0.3333333333333333,3530,17036,52950,35914
20036,0.0,0.0,0.3333333333333333,3530,17040,52950,35910
20096,0.0,0.0,0.3333333333333333,3530,17044,52950,35906
20114,1.0,0.0,0.3333333333333333,3531,17048,52965,35917
20151,1.0,0.0,0.3333333333333333,3532,17052,52980,35928
20167,0.0,0.0,0.3333333333333333,3532,17056,52980,35924
20277,0.0,0.0,0.3333333333333333,3532,17060,52980,35920
20332,0.0,0.0,0.3333333333333333,3532,17064,52980,35916
20339,0.0,0.0,0.3333333333333333,3532,17068,52980,35912
20467,0.0,0.0,0.3333333333333333,3532,17072,52980,35908
20546,0.0,0.0,0.3333333333333333,3532,17076,52980,35904
20573,1.0,0.0,0.3333333333333333,3533,17080,52995,35915
20611,1.0,0.0,0.3333333333333333,3534,17084,53010,35926
20620,0.0,0.0,0.3333333333333333,3534,17088,53010,35922
20671,0.0,0.0,0.3333333333333333,3534,17092,53010,35918
20680,0.0,0.0,0.3333333333333333,3534,17096,53010,35914
20694,1.0,0.0,0.3333333333333333,3535,17100,53025,35925
20712,0.0,0.0,0.3333333333333333,3535,17104,53025,35921
20713,0.0,0.0,0.3333333333333333,3535,17108,53025,35917
20749,0.0,0.0,0.3333333333333333,3535,17112,53025,35913
20785,1.0,0.0,0.3333333333333333,3536,17116,53040,35924
20791,0.0,0.0,0.3333333333333333,3536,17120,53040,35920
20828,0.0,0.0,0.3333333333333333,3536,17124,53040,35916
20919,1.0,0.0,0.3333333333333333,3537,17128,53055,35927
20935,0.0,0.0,0.3333333333333333,3537,17132,53055,35923
20983,0.0,0.0,0.3333333333333333,3537,17136,53055,35919
21026,1.0,0.0,0.3333333333333333,3538,17140,53070,35930
21043,0.0,0.0,0.3333333333333333,3538,17144,53070,35926
21044,1.0,0.0,0.3333333333333333,3539,17148,53085,35937
21069,0.0,0.0,0.3333333333333333,3539,17152,53085,35933
21071,0.0,0.0,0.3333333333333333,3539,17156,53085,35929
21096,1.0,0.0,0.3333333333333333,3540,17160,53100,35940
21365,0.0,0.0,0.3333333333333333,3540,17164,53100,35936
21369,0.0,0.0,0.3333333333333333,3540,17168,53100,35932
21375,0.0,0.0,0.3333333333333333,3540,17172,53100,35928
21444,1.0,0.0,0.3333333333333333,3541,17176,53115,35939
21508,0.0,0.0,0.3333333333333333,3541,17180,53115,35935
21514,1.0,0.0,0.3333333333333333,3542,17184,53130,35946
21516,0.0,0.0,0.3333333333333333,3542,17188,53130,35942
21596,1.0,0.0,0.3333333333333333,3543,17192,53145,35953
21624,0.0,0.0,0.3333333333333333,3543,17196,53145,35949
21664,0.0,0.0,0.3333333333333333,3543,17200,53145,35945
21665,0.0,0.0,0.3333333333333333,3543,17204,53145,35941
21700,1.0,0.0,0.3333333333333333,3544,17208,53160,35952
70,1.0,0.0,0.25,3545,17212,53175,35963
118,0.0,0.0,0.25,3545,17216,53175,35959
130,0.0,0.0,0.25,3545,17220,53175,35955
326,1.0,0.0,0.25,3546,17224,53190,35966
353,1.0,0.0,0.25,3547,17228,53205,35977
382,1.0,0.0,0.25,3548,17232,53220,35988
469,0.0,0.0,0.25,3548,17236,53220,35984
491,0.0,0.0,0.25,3548,17240,53220,35980
632,0.0,0.0,0.25,3548,17244,53220,35976
639,0.0,0.0,0.25,3548,17248,53220,35972
698,1.0,0.0,0.25,3549,17252,53235,35983
746,0.0,0.0,0.25,3549,17256,53235,35979
1027,0.0,0.0,0.25,3549,17260,53235,35975
1047,1.0,0.0,0.25,3550,17264,53250,35986
1343,0.0,0.0,0.25,3550,17268,53250,35982
1360,0.0,0.0,0.25,3550,17272,53250,35978
1368,1.0,0.0,0.25,3551,17276,53265,35989
1450,0.0,0.0,0.25,3551,17280,53265,35985
1596,1.0,0.0,0.25,3552,17284,53280,35996
1618,0.0,0.0,0.25,3552,17288,53280,35992
1632,0.0,0.0,0.25,3552,17292,53280,35988
1669,0.0,0.0,0.25,3552,17296,53280,35984
1715,0.0,0.0,0.25,3552,17300,53280,35980
1905,0.0,0.0,0.25,3552,17304,53280,35976
1949,0.0,0.0,0.25,3552,17308,53280,35972
2068,1.0,0.0,0.25,3553,17312,53295,35983
2506,0.0,0.0,0.25,3553,17316,53295,35979
2767,0.0,0.0,0.25,3553,17320,53295,35975
3088,0.0,0.0,0.25,3553,17324,53295,35971
3160,0.0,0.0,0.25,3553,17328,53295,35967
3177,0.0,0.0,0.25,3553,17332,53295,35963
3699,0.0,0.0,0.25,3553,17336,53295,35959
3844,0.0,0.0,0.25,3553,17340,53295,35955
3974,0.0,0.0,0.25,3553,17344,53295,35951
4070,0.0,0.0,0.25,3553,17348,53295,35947
4321,0.0,0.0,0.25,3553,17352,53295,35943
4356,0.0,0.0,0.25,3553,17356,53295,35939
4416,0.0,0.0,0.25,3553,17360,53295,35935
4648,1.0,0.0,0.25,3554,17364,53310,35946
4690,0.0,0.0,0.25,3554,17368,53310,35942
4813,0.0,0.0,0.25,3554,17372,53310,35938
4934,0.0,0.0,0.25,3554,17376,53310,35934
5112,0.0,0.0,0.25,3554,17380,53310,35930
5341,0.0,0.0,0.25,3554,17384,53310,35926
5396,0.0,0.0,0.25,3554,17388,53310,35922
5602,0.0,0.0,0.25,3554,17392,53310,35918
5732,0.0,0.0,0.25,3554,17396,53310,35914
5940,0.0,0.0,0.25,3554,17400,53310,35910
5991,0.0,0.0,0.25,3554,17404,53310,35906
6061,0.0,0.0,0.25,3554,17408,53310,35902
6220,0.0,0.0,0.25,3554,17412,53310,35898
6384,1.0,0.0,0.25,3555,17416,53325,35909
6501,0.0,0.0,0.25,3555,17420,53325,35905
6749,1.0,0.0,0.25,3556,17424,53340,35916
6766,0.0,0.0,0.25,3556,17428,53340,35912
6924,0.0,0.0,0.25,3556,17432,53340,35908
7223,0.0,0.0,0.25,3556,17436,53340,35904
7390,1.0,0.0,0.25,3557,17440,53355,35915
7433,1.0,0.0,0.25,3558,17444,53370,35926
7547,1.0,0.0,0.25,3559,17448,53385,35937
7843,1.0,0.0,0.25,3560,17452,53400,35948
7891,0.0,0.0,0.25,3560,17456,53400,35944
7907,1.0,0.0,0.25,3561,17460,53415,35955
8057,0.0,0.0,0.25,3561,17464,53415,35951
8206,0.0,0.0,0.25,3561,17468,53415,35947
8253,0.0,0.0,0.25,3561,17472,53415,35943
8290,1.0,0.0,0.25,3562,17476,53430,35954
8309,0.0,0.0,0.25,3562,17480,53430,35950
8372,0.0,0.0,0.25,3562,17484,53430,35946
8405,0.0,0.0,0.25,3562,17488,53430,35942
8472,0.0,0.0,0.25,3562,17492,53430,35938
8588,0.0,0.0,0.25,3562,17496,53430,35934
8712,1.0,0.0,0.25,3563,17500,53445,35945
8905,0.0,0.0,0.25,3563,17504,53445,35941
9025,1.0,0.0,0.25,3564,17508,53460,35952
9126,0.0,0.0,0.25,3564,17512,53460,35948
9175,0.0,0.0,0.25,3564,17516,53460,35944
9236,0.0,0.0,0.25,3564,17520,53460,35940
9394,0.0,0.0,0.25,3564,17524,53460,35936
9482,1.0,0.0,0.25,3565,17528,53475,35947
9716,0.0,0.0,0.25,3565,17532,53475,35943
9758,0.0,0.0,0.25,3565,17536,53475,35939
9767,0.0,0.0,0.25,3565,17540,53475,35935
9831,0.0,0.0,0.25,3565,17544,53475,35931
10089,0.0,0.0,0.25,3565,17548,53475,35927
10410,1.0,0.0,0.25,3566,17552,53490,35938
10424,1.0,0.0,0.25,3567,17556,53505,35949
10615,0.0,0.0,0.25,3567,17560,53505,35945
10703,0.0,0.0,0.25,3567,17564,53505,35941
10819,1.0,0.0,0.25,3568,17568,53520,35952
11120,0.0,0.0,0.25,3568,17572,53520,35948
11221,1.0,0.0,0.25,3569,17576,53535,35959
11291,0.0,0.0,0.25,3569,17580,53535,35955
11383,0.0,0.0,0.25,3569,17584,53535,35951
11971,0.0,0.0,0.25,3569,17588,53535,35947
12094,0.0,0.0,0.25,3569,17592,53535,35943
12524,0.0,0.0,0.25,3569,17596,53535,35939
12527,0.0,0.0,0.25,3569,17600,53535,35935
12569,1.0,0.0,0.25,3570,17604,53550,35946
12600,1.0,0.0,0.25,3571,17608,53565,35957
12609,0.0,0.0,0.25,3571,17612,53565,35953
12621,0.0,0.0,0.25,3571,17616,53565,35949
12626,0.0,0.0,0.25,3571,17620,53565,35945
12648,0.0,0.0,0.25,3571,17624,53565,35941
12744,0.0,0.0,0.25,3571,17628,53565,35937
13041,0.0,0.0,0.25,3571,17632,53565,35933
13111,0.0,0.0,0.25,3571,17636,53565,35929
13159,1.0,0.0,0.25,3572,17640,53580,35940
13210,0.0,0.0,0.25,3572,17644,53580,35936
13221,0.0,0.0,0.25,3572,17648,53580,35932
13306,0.0,0.0,0.25,3572,17652,53580,35928
13307,0.0,0.0,0.25,3572,17656,53580,35924
13469,0.0,0.0,0.25,3572,17660,53580,35920
13547,0.0,0.0,0.25,3572,17664,53580,35916
13635,0.0,0.0,0.25,3572,17668,53580,35912
13945,0.0,0.0,0.25,3572,17672,53580,35908
14047,1.0,0.0,0.25,3573,17676,53595,35919
14133,0.0,0.0,0.25,3573,17680,53595,35915
14303,0.0,0.0,0.25,3573,17684,53595,35911
14373,0.0,0.0,0.25,3573,17688,53595,35907
14512,0.0,0.0,0.25,3573,17692,53595,35903
14518,0.0,0.0,0.25,3573,17696,53595,35899
14665,0.0,0.0,0.25,3573,17700,53595,35895
14778,0.0,0.0,0.25,3573,17704,53595,35891
14791,1.0,0.0,0.25,3574,17708,53610,35902
14867,0.0,0.0,0.25,3574,17712,53610,35898
15102,0.0,0.0,0.25,3574,17716,53610,35894
15219,0.0,0.0,0.25,3574,17720,53610,35890
15275,0.0,0.0,0.25,3574,17724,53610,35886
15299,0.0,0.0,0.25,3574,17728,53610,35882
15358,1.0,0.0,0.25,3575,17732,53625,35893
15611,1.0,0.0,0.25,3576,17736,53640,35904
15749,0.0,0.0,0.25,3576,17740,53640,35900
16015,1.0,0.0,0.25,3577,17744,53655,35911
16066,0.0,0.0,0.25,3577,17748,53655,35907
16125,0.0,0.0,0.25,3577,17752,53655,35903
16144,0.0,0.0,0.25,3577,17756,53655,35899
16415,0.0,0.0,0.25,3577,17760,53655,35895
16416,0.0,0.0,0.25,3577,17764,53655,35891
16485,1.0,0.0,0.25,3578,17768,53670,35902
16515,0.0,0.0,0.25,3578,17772,53670,35898
16732,0.0,0.0,0.25,3578,17776,53670,35894
16746,0.0,0.0,0.25,3578,17780,53670,35890
16750,1.0,0.0,0.25,3579,17784,53685,35901
17398,0.0,0.0,0.25,3579,17788,53685,35897
17462,0.0,0.0,0.25,3579,17792,53685,35893
17507,0.0,0.0,0.25,3579,17796,53685,35889
17524,0.0,0.0,0.25,3579,17800,53685,35885
17583,0.0,0.0,0.25,3579,17804,53685,35881
17590,0.0,0.0,0.25,3579,17808,53685,35877
17596,1.0,0.0,0.25,3580,17812,53700,35888
18108,0.0,0.0,0.25,3580,17816,53700,35884
18328,1.0,0.0,0.25,3581,17820,53715,35895
18442,0.0,0.0,0.25,3581,17824,53715,35891
18895,0.0,0.0,0.25,3581,17828,53715,35887
19253,0.0,0.0,0.25,3581,17832,53715,35883
19378,1.0,0.0,0.25,3582,17836,53730,35894
19607,1.0,0.0,0.25,3583,17840,53745,35905
19687,0.0,0.0,0.25,3583,17844,53745,35901
19845,0.0,0.0,0.25,3583,17848,53745,35897
19913,0.0,0.0,0.25,3583,17852,53745,35893
20170,0.0,0.0,0.25,3583,17856,53745,35889
20344,0.0,0.0,0.25,3583,17860,53745,35885
20364,0.0,0.0,0.25,3583,17864,53745,35881
20441,0.0,0.0,0.25,3583,17868,53745,35877
20514,1.0,0.0,0.25,3584,17872,53760,35888
20704,0.0,0.0,0.25,3584,17876,53760,35884
20768,0.0,0.0,0.25,3584,17880,53760,35880
21141,0.0,0.0,0.25,3584,17884,53760,35876
21167,1.0,0.0,0.25,3585,17888,53775,35887
21181,1.0,0.0,0.25,3586,17892,53790,35898
21205,1.0,0.0,0.25,3587,17896,53805,35909
21214,0.0,0.0,0.25,3587,17900,53805,35905
21547,1.0,0.0,0.25,3588,17904,53820,35916
21613,0.0,0.0,0.25,3588,17908,53820,35912
21706,0.0,0.0,0.25,3588,17912,53820,35908
53,1.0,0.0,0.2,3589,17916,53835,35919
277,0.0,0.0,0.2,3589,17920,53835,35915
300,1.0,0.0,0.2,3590,17924,53850,35926
520,1.0,0.0,0.2,3591,17928,53865,35937
555,0.0,0.0,0.2,3591,17932,53865,35933
661,0.0,0.0,0.2,3591,17936,53865,35929
663,0.0,0.0,0.2,3591,17940,53865,35925
718,0.0,0.0,0.2,3591,17944,53865,35921
882,0.0,0.0,0.2,3591,17948,53865,35917
900,0.0,0.0,0.2,3591,17952,53865,35913
1012,0.0,0.0,0.2,3591,17956,53865,35909
1081,0.0,0.0,0.2,3591,17960,53865,35905
1086,0.0,0.0,0.2,3591,17964,53865,35901
1233,0.0,0.0,0.2,3591,17968,53865,35897
1326,0.0,0.0,0.2,3591,17972,53865,35893
1532,0.0,0.0,0.2,3591,17976,53865,35889
1617,0.0,0.0,0.2,3591,17980,53865,35885
1664,0.0,0.0,0.2,3591,17984,53865,35881
1966,0.0,0.0,0.2,3591,17988,53865,35877
2216,0.0,0.0,0.2,3591,17992,53865,35873
2417,0.0,0.0,0.2,3591,17996,53865,35869
2528,0.0,0.0,0.2,3591,18000,53865,35865
2548,0.0,0.0,0.2,3591,18004,53865,35861
2962,0.0,0.0,0.2,3591,18008,53865,35857
2964,0.0,0.0,0.2,3591,18012,53865,35853
3079,0.0,0.0,0.2,3591,18016,53865,35849
3488,0.0,0.0,0.2,3591,18020,53865,35845
3500,0.0,0.0,0.2,3591,18024,53865,35841
3516,0.0,0.0,0.2,3591,18028,53865,35837
3532,0.0,0.0,0.2,3591,18032,53865,35833
3617,0.0,0.0,0.2,3591,18036,53865,35829
5531,1.0,0.0,0.2,3592,18040,53880,35840
5627,0.0,0.0,0.2,3592,18044,53880,35836
5985,0.0,0.0,0.2,3592,18048,53880,35832
6071,0.0,0.0,0.2,3592,18052,53880,35828
6166,0.0,0.0,0.2,3592,18056,53880,35824
6425,0.0,0.0,0.2,3592,18060,53880,35820
6888,0.0,0.0,0.2,3592,18064,53880,35816
7182,1.0,0.0,0.2,3593,18068,53895,35827
7663,1.0,0.0,0.2,3594,18072,53910,35838
7863,1.0,0.0,0.2,3595,18076,53925,35849
8050,0.0,0.0,0.2,3595,18080,53925,35845
8076,0.0,0.0,0.2,3595,18084,53925,35841
8272,0.0,0.0,0.2,3595,18088,53925,35837
8273,0.0,0.0,0.2,3595,18092,53925,35833
8747,1.0,0.0,0.2,3596,18096,53940,35844
8755,0.0,0.0,0.2,3596,18100,53940,35840
9114,0.0,0.0,0.2,3596,18104,53940,35836
9161,0.0,0.0,0.2,3596,18108,53940,35832
9268,0.0,0.0,0.2,3596,18112,53940,35828
9269,0.0,0.0,0.2,3596,18116,53940,35824
9270,0.0,0.0,0.2,3596,18120,53940,35820
9315,0.0,0.0,0.2,3596,18124,53940,35816
9353,0.0,0.0,0.2,3596,18128,53940,35812
10810,0.0,0.0,0.2,3596,18132,53940,35808
10906,0.0,0.0,0.2,3596,18136,53940,35804
10991,1.0,0.0,0.2,3597,18140,53955,35815
11394,0.0,0.0,0.2,3597,18144,53955,35811
11419,0.0,0.0,0.2,3597,18148,53955,35807
11709,0.0,0.0,0.2,3597,18152,53955,35803
11742,0.0,0.0,0.2,3597,18156,53955,35799
11887,1.0,0.0,0.2,3598,18160,53970,35810
11939,0.0,0.0,0.2,3598,18164,53970,35806
12099,0.0,0.0,0.2,3598,18168,53970,35802
12550,0.0,0.0,0.2,3598,18172,53970,35798
12875,0.0,0.0,0.2,3598,18176,53970,35794
13031,0.0,0.0,0.2,3598,18180,53970,35790
13162,0.0,0.0,0.2,3598,18184,53970,35786
13260,0.0,0.0,0.2,3598,18188,53970,35782
13573,0.0,0.0,0.2,3598,18192,53970,35778
13636,1.0,0.0,0.2,3599,18196,53985,35789
13810,1.0,0.0,0.2,3600,18200,54000,35800
13818,1.0,0.0,0.2,3601,18204,54015,35811
14224,0.0,0.0,0.2,3601,18208,54015,35807
14464,0.0,0.0,0.2,3601,18212,54015,35803
14502,1.0,0.0,0.2,3602,18216,54030,35814
14504,0.0,0.0,0.2,3602,18220,54030,35810
14551,0.0,0.0,0.2,3602,18224,54030,35806
14681,1.0,0.0,0.2,3603,18228,54045,35817
15002,0.0,0.0,0.2,3603,18232,54045,35813
15054,0.0,0.0,0.2,3603,18236,54045,35809
15092,1.0,0.0,0.2,3604,18240,54060,35820
15346,1.0,0.0,0.2,3605,18244,54075,35831
15930,0.0,0.0,0.2,3605,18248,54075,35827
16019,0.0,0.0,0.2,3605,18252,54075,35823
16081,0.0,0.0,0.2,3605,18256,54075,35819
16431,0.0,0.0,0.2,3605,18260,54075,35815
16469,0.0,0.0,0.2,3605,18264,54075,35811
16595,0.0,0.0,0.2,3605,18268,54075,35807
16616,1.0,0.0,0.2,3606,18272,54090,35818
17004,0.0,0.0,0.2,3606,18276,54090,35814
17182,0.0,0.0,0.2,3606,18280,54090,35810
17228,0.0,0.0,0.2,3606,18284,54090,35806
17335,0.0,0.0,0.2,3606,18288,54090,35802
17457,0.0,0.0,0.2,3606,18292,54090,35798
17489,0.0,0.0,0.2,3606,18296,54090,35794
18216,0.0,0.0,0.2,3606,18300,54090,35790
18263,0.0,0.0,0.2,3606,18304,54090,35786
18363,0.0,0.0,0.2,3606,18308,54090,35782
18708,0.0,0.0,0.2,3606,18312,54090,35778
18761,0.0,0.0,0.2,3606,18316,54090,35774
18778,1.0,0.0,0.2,3607,18320,54105,35785
18873,0.0,0.0,0.2,3607,18324,54105,35781
19102,0.0,0.0,0.2,3607,18328,54105,35777
19312,0.0,0.0,0.2,3607,18332,54105,35773
19314,0.0,0.0,0.2,3607,18336,54105,35769
19573,1.0,0.0,0.2,3608,18340,54120,35780
20177,1.0,0.0,0.2,3609,18344,54135,35791
20433,0.0,0.0,0.2,3609,18348,54135,35787
20499,0.0,0.0,0.2,3609,18352,54135,35783
21241,0.0,0.0,0.2,3609,18356,54135,35779
21536,0.0,0.0,0.2,3609,18360,54135,35775
21660,1.0,0.0,0.2,3610,18364,54150,35786
21705,1.0,0.0,0.2,3611,18368,54165,35797
21739,0.0,0.0,0.2,3611,18372,54165,35793
1,0.0,0.0,0.0,3611,18376,54165,35789
3,0.0,0.0,0.0,3611,18380,54165,35785
4,0.0,0.0,0.0,3611,18384,54165,35781
5,0.0,0.0,0.0,3611,18388,54165,35777
6,0.0,0.0,0.0,3611,18392,54165,35773
7,0.0,0.0,0.0,3611,18396,54165,35769
8,0.0,0.0,0.0,3611,18400,54165,35765
9,0.0,0.0,0.0,3611,18404,54165,35761
12,0.0,0.0,0.0,3611,18408,54165,35757
13,0.0,0.0,0.0,3611,18412,54165,35753
14,0.0,0.0,0.0,3611,18416,54165,35749
15,0.0,0.0,0.0,3611,18420,54165,35745
16,0.0,0.0,0.0,3611,18424,54165,35741
17,0.0,0.0,0.0,3611,18428,54165,35737
18,0.0,0.0,0.0,3611,18432,54165,35733
19,0.0,0.0,0.0,3611,18436,54165,35729
20,0.0,0.0,0.0,3611,18440,54165,35725
21,0.0,0.0,0.0,3611,18444,54165,35721
22,0.0,0.0,0.0,3611,18448,54165,35717
23,0.0,0.0,0.0,3611,18452,54165,35713
