index,actual,predicted,probability,cumul_pos
130,0.0,0.0,0.25,3545
326,1.0,0.0,0.25,3546
353,1.0,0.0,0.25,3547
382,1.0,0.0,0.25,3548
469,0.0,0.0,0.25,3548
491,0.0,0.0,0.25,3548
632,0.0,0.0,0.25,3548
639,0.0,0.0,0.25,3548
698,1.0,0.0,0.25,3549
746,0.0,0.0,0.25,3549
1027,0.0,0.0,0.25,3549
1047,1.0,0.0,0.25,3550
1343,0.0,0.0,0.25,3550
1360,0.0,0.0,0.25,3550
1368,1.0,0.0,0.25,3551
1450,0.0,0.0,0.25,3551
1596,1.0,0.0,0.25,3552
1618,0.0,0.0,0.25,3552
1632,0.0,0.0,0.25,3552
1669,0.0,0.0,0.25,3552
1715,0.0,0.0,0.25,3552
1905,0.0,0.0,0.25,3552
1949,0.0,0.0,0.25,3552
2068,1.0,0.0,0.25,3553
2506,0.0,0.0,0.25,3553
2767,0.0,0.0,0.25,3553
3088,0.0,0.0,0.25,3553
3160,0.0,0.0,0.25,3553
3177,0.0,0.0,0.25,3553
3699,0.0,0.0,0.25,3553
3844,0.0,0.0,0.25,3553
3974,0.0,0.0,0.25,3553
4070,0.0,0.0,0.25,3553
4321,0.0,0.0,0.25,3553
4356,0.0,0.0,0.25,3553
4416,0.0,0.0,0.25,3553
4648,1.0,0.0,0.25,3554
4690,0.0,0.0,0.25,3554
4813,0.0,0.0,0.25,3554
4934,0.0,0.0,0.25,3554
5112,0.0,0.0,0.25,3554
5341,0.0,0.0,0.25,3554
5396,0.0,0.0,0.25,3554
5602,0.0,0.0,0.25,3554
5732,0.0,0.0,0.25,3554
5940,0.0,0.0,0.25,3554
5991,0.0,0.0,0.25,3554
6061,0.0,0.0,0.25,3554
6220,0.0,0.0,0.25,3554
6384,1.0,0.0,0.25,3555
6501,0.0,0.0,0.25,3555
6749,1.0,0.0,0.25,3556
6766,0.0,0.0,0.25,3556
6924,0.0,0.0,0.25,3556
7223,0.0,0.0,0.25,3556
7390,1.0,0.0,0.25,3557
7433,1.0,0.0,0.25,3558
7547,1.0,0.0,0.25,3559
7843,1.0,0.0,0.25,3560
7891,0.0,0.0,0.25,3560
7907,1.0,0.0,0.25,3561
8057,0.0,0.0,0.25,3561
8206,0.0,0.0,0.25,3561
8253,0.0,0.0,0.25,3561
8290,1.0,0.0,0.25,3562
8309,0.0,0.0,0.25,3562
8372,0.0,0.0,0.25,3562
8405,0.0,0.0,0.25,3562
8472,0.0,0.0,0.25,3562
8588,0.0,0.0,0.25,3562
8712,1.0,0.0,0.25,3563
8905,0.0,0.0,0.25,3563
9025,1.0,0.0,0.25,3564
9126,0.0,0.0,0.25,3564
9175,0.0,0.0,0.25,3564
9236,0.0,0.0,0.25,3564
9394,0.0,0.0,0.25,3564
9482,1.0,0.0,0.25,3565
9716,0.0,0.0,0.25,3565
9758,0.0,0.0,0.25,3565
9767,0.0,0.0,0.25,3565
9831,0.0,0.0,0.25,3565
10089,0.0,0.0,0.25,3565
10410,1.0,0.0,0.25,3566
10424,1.0,0.0,0.25,3567
10615,0.0,0.0,0.25,3567
10703,0.0,0.0,0.25,3567
10819,1.0,0.0,0.25,3568
11120,0.0,0.0,0.25,3568
11221,1.0,0.0,0.25,3569
11291,0.0,0.0,0.25,3569
11383,0.0,0.0,0.25,3569
11971,0.0,0.0,0.25,3569
12094,0.0,0.0,0.25,3569
12524,0.0,0.0,0.25,3569
12527,0.0,0.0,0.25,3569
12569,1.0,0.0,0.25,3570
12600,1.0,0.0,0.25,3571
12609,0.0,0.0,0.25,3571
12621,0.0,0.0,0.25,3571
12626,0.0,0.0,0.25,3571
12648,0.0,0.0,0.25,3571
12744,0.0,0.0,0.25,3571
13041,0.0,0.0,0.25,3571
13111,0.0,0.0,0.25,3571
13159,1.0,0.0,0.25,3572
13210,0.0,0.0,0.25,3572
13221,0.0,0.0,0.25,3572
13306,0.0,0.0,0.25,3572
13307,0.0,0.0,0.25,3572
13469,0.0,0.0,0.25,3572
13547,0.0,0.0,0.25,3572
13635,0.0,0.0,0.25,3572
13945,0.0,0.0,0.25,3572
14047,1.0,0.0,0.25,3573
14133,0.0,0.0,0.25,3573
14303,0.0,0.0,0.25,3573
14373,0.0,0.0,0.25,3573
14512,0.0,0.0,0.25,3573
14518,0.0,0.0,0.25,3573
14665,0.0,0.0,0.25,3573
14778,0.0,0.0,0.25,3573
14791,1.0,0.0,0.25,3574
14867,0.0,0.0,0.25,3574
15102,0.0,0.0,0.25,3574
15219,0.0,0.0,0.25,3574
15275,0.0,0.0,0.25,3574
15299,0.0,0.0,0.25,3574
15358,1.0,0.0,0.25,3575
15611,1.0,0.0,0.25,3576
15749,0.0,0.0,0.25,3576
16015,1.0,0.0,0.25,3577
16066,0.0,0.0,0.25,3577
16125,0.0,0.0,0.25,3577
16144,0.0,0.0,0.25,3577
16415,0.0,0.0,0.25,3577
16416,0.0,0.0,0.25,3577
16485,1.0,0.0,0.25,3578
16515,0.0,0.0,0.25,3578
16732,0.0,0.0,0.25,3578
16746,0.0,0.0,0.25,3578
16750,1.0,0.0,0.25,3579
17398,0.0,0.0,0.25,3579
17462,0.0,0.0,0.25,3579
17507,0.0,0.0,0.25,3579
17524,0.0,0.0,0.25,3579
17583,0.0,0.0,0.25,3579
17590,0.0,0.0,0.25,3579
17596,1.0,0.0,0.25,3580
18108,0.0,0.0,0.25,3580
18328,1.0,0.0,0.25,3581
18442,0.0,0.0,0.25,3581
18895,0.0,0.0,0.25,3581
19253,0.0,0.0,0.25,3581
19378,1.0,0.0,0.25,3582
19607,1.0,0.0,0.25,3583
19687,0.0,0.0,0.25,3583
19845,0.0,0.0,0.25,3583
19913,0.0,0.0,0.25,3583
20170,0.0,0.0,0.25,3583
20344,0.0,0.0,0.25,3583
20364,0.0,0.0,0.25,3583
20441,0.0,0.0,0.25,3583
20514,1.0,0.0,0.25,3584
20704,0.0,0.0,0.25,3584
20768,0.0,0.0,0.25,3584
21141,0.0,0.0,0.25,3584
21167,1.0,0.0,0.25,3585
21181,1.0,0.0,0.25,3586
21205,1.0,0.0,0.25,3587
21214,0.0,0.0,0.25,3587
21547,1.0,0.0,0.25,3588
21613,0.0,0.0,0.25,3588
21706,0.0,0.0,0.25,3588
53,1.0,0.0,0.2,3589
277,0.0,0.0,0.2,3589
300,1.0,0.0,0.2,3590
520,1.0,0.0,0.2,3591
555,0.0,0.0,0.2,3591
661,0.0,0.0,0.2,3591
663,0.0,0.0,0.2,3591
718,0.0,0.0,0.2,3591
882,0.0,0.0,0.2,3591
900,0.0,0.0,0.2,3591
1012,0.0,0.0,0.2,3591
1081,0.0,0.0,0.2,3591
1086,0.0,0.0,0.2,3591
1233,0.0,0.0,0.2,3591
1326,0.0,0.0,0.2,3591
1532,0.0,0.0,0.2,3591
1617,0.0,0.0,0.2,3591
1664,0.0,0.0,0.2,3591
1966,0.0,0.0,0.2,3591
2216,0.0,0.0,0.2,3591
2417,0.0,0.0,0.2,3591
2528,0.0,0.0,0.2,3591
2548,0.0,0.0,0.2,3591
2962,0.0,0.0,0.2,3591
2964,0.0,0.0,0.2,3591
3079,0.0,0.0,0.2,3591
3488,0.0,0.0,0.2,3591
3500,0.0,0.0,0.2,3591
3516,0.0,0.0,0.2,3591
3532,0.0,0.0,0.2,3591
3617,0.0,0.0,0.2,3591
5531,1.0,0.0,0.2,3592
5627,0.0,0.0,0.2,3592
5985,0.0,0.0,0.2,3592
6071,0.0,0.0,0.2,3592
6166,0.0,0.0,0.2,3592
6425,0.0,0.0,0.2,3592
6888,0.0,0.0,0.2,3592
7182,1.0,0.0,0.2,3593
7663,1.0,0.0,0.2,3594
7863,1.0,0.0,0.2,3595
8050,0.0,0.0,0.2,3595
8076,0.0,0.0,0.2,3595
8272,0.0,0.0,0.2,3595
8273,0.0,0.0,0.2,3595
8747,1.0,0.0,0.2,3596
8755,0.0,0.0,0.2,3596
9114,0.0,0.0,0.2,3596
9161,0.0,0.0,0.2,3596
9268,0.0,0.0,0.2,3596
9269,0.0,0.0,0.2,3596
9270,0.0,0.0,0.2,3596
9315,0.0,0.0,0.2,3596
9353,0.0,0.0,0.2,3596
10810,0.0,0.0,0.2,3596
10906,0.0,0.0,0.2,3596
10991,1.0,0.0,0.2,3597
11394,0.0,0.0,0.2,3597
11419,0.0,0.0,0.2,3597
11709,0.0,0.0,0.2,3597
11742,0.0,0.0,0.2,3597
11887,1.0,0.0,0.2,3598
11939,0.0,0.0,0.2,3598
12099,0.0,0.0,0.2,3598
12550,0.0,0.0,0.2,3598
12875,0.0,0.0,0.2,3598
13031,0.0,0.0,0.2,3598
13162,0.0,0.0,0.2,3598
13260,0.0,0.0,0.2,3598
13573,0.0,0.0,0.2,3598
13636,1.0,0.0,0.2,3599
13810,1.0,0.0,0.2,3600
13818,1.0,0.0,0.2,3601
14224,0.0,0.0,0.2,3601
14464,0.0,0.0,0.2,3601
14502,1.0,0.0,0.2,3602
14504,0.0,0.0,0.2,3602
14551,0.0,0.0,0.2,3602
14681,1.0,0.0,0.2,3603
15002,0.0,0.0,0.2,3603
15054,0.0,0.0,0.2,3603
15092,1.0,0.0,0.2,3604
15346,1.0,0.0,0.2,3605
15930,0.0,0.0,0.2,3605
16019,0.0,0.0,0.2,3605
16081,0.0,0.0,0.2,3605
16431,0.0,0.0,0.2,3605
16469,0.0,0.0,0.2,3605
16595,0.0,0.0,0.2,3605
16616,1.0,0.0,0.2,3606
17004,0.0,0.0,0.2,3606
17182,0.0,0.0,0.2,3606
17228,0.0,0.0,0.2,3606
17335,0.0,0.0,0.2,3606
17457,0.0,0.0,0.2,3606
17489,0.0,0.0,0.2,3606
18216,0.0,0.0,0.2,3606
18263,0.0,0.0,0.2,3606
18363,0.0,0.0,0.2,3606
18708,0.0,0.0,0.2,3606
18761,0.0,0.0,0.2,3606
18778,1.0,0.0,0.2,3607
18873,0.0,0.0,0.2,3607
19102,0.0,0.0,0.2,3607
19312,0.0,0.0,0.2,3607
19314,0.0,0.0,0.2,3607
19573,1.0,0.0,0.2,3608
20177,1.0,0.0,0.2,3609
20433,0.0,0.0,0.2,3609
20499,0.0,0.0,0.2,3609
21241,0.0,0.0,0.2,3609
21536,0.0,0.0,0.2,3609
21660,1.0,0.0,0.2,3610
21705,1.0,0.0,0.2,3611
21739,0.0,0.0,0.2,3611
1,0.0,0.0,0.0,3611
3,0.0,0.0,0.0,3611
4,0.0,0.0,0.0,3611
5,0.0,0.0,0.0,3611
6,0.0,0.0,0.0,3611
7,0.0,0.0,0.0,3611
8,0.0,0.0,0.0,3611
9,0.0,0.0,0.0,3611
12,0.0,0.0,0.0,3611
13,0.0,0.0,0.0,3611
14,0.0,0.0,0.0,3611
15,0.0,0.0,0.0,3611
16,0.0,0.0,0.0,3611
17,0.0,0.0,0.0,3611
18,0.0,0.0,0.0,3611
19,0.0,0.0,0.0,3611
20,0.0,0.0,0.0,3611
21,0.0,0.0,0.0,3611
22,0.0,0.0,0.0,3611
23,0.0,0.0,0.0,3611
25,0.0,0.0,0.0,3611
26,0.0,0.0,0.0,3611
27,0.0,0.0,0.0,3611
28,0.0,0.0,0.0,3611
30,0.0,0.0,0.0,3611
31,0.0,0.0,0.0,3611
33,0.0,0.0,0.0,3611
34,0.0,0.0,0.0,3611
35,0.0,0.0,0.0,3611
36,0.0,0.0,0.0,3611
37,0.0,0.0,0.0,3611
38,0.0,0.0,0.0,3611
40,0.0,0.0,0.0,3611
41,0.0,0.0,0.0,3611
42,0.0,0.0,0.0,3611
43,0.0,0.0,0.0,3611
44,0.0,0.0,0.0,3611
45,0.0,0.0,0.0,3611
48,0.0,0.0,0.0,3611
49,0.0,0.0,0.0,3611
50,0.0,0.0,0.0,3611
51,0.0,0.0,0.0,3611
52,0.0,0.0,0.0,3611
54,0.0,0.0,0.0,3611
55,0.0,0.0,0.0,3611
56,0.0,0.0,0.0,3611
57,0.0,0.0,0.0,3611
58,0.0,0.0,0.0,3611
59,0.0,0.0,0.0,3611
60,0.0,0.0,0.0,3611
62,0.0,0.0,0.0,3611
64,0.0,0.0,0.0,3611
65,0.0,0.0,0.0,3611
66,0.0,0.0,0.0,3611
67,0.0,0.0,0.0,3611
68,0.0,0.0,0.0,3611
69,0.0,0.0,0.0,3611
72,0.0,0.0,0.0,3611
73,0.0,0.0,0.0,3611
76,0.0,0.0,0.0,3611
77,0.0,0.0,0.0,3611
78,0.0,0.0,0.0,3611
79,0.0,0.0,0.0,3611
80,0.0,0.0,0.0,3611
82,0.0,0.0,0.0,3611
83,0.0,0.0,0.0,3611
84,0.0,0.0,0.0,3611
86,0.0,0.0,0.0,3611
87,0.0,0.0,0.0,3611
88,0.0,0.0,0.0,3611
90,0.0,0.0,0.0,3611
92,0.0,0.0,0.0,3611
93,0.0,0.0,0.0,3611
94,0.0,0.0,0.0,3611
95,0.0,0.0,0.0,3611
97,0.0,0.0,0.0,3611
98,0.0,0.0,0.0,3611
99,0.0,0.0,0.0,3611
100,0.0,0.0,0.0,3611
101,0.0,0.0,0.0,3611
102,0.0,0.0,0.0,3611
104,0.0,0.0,0.0,3611
105,0.0,0.0,0.0,3611
106,0.0,0.0,0.0,3611
107,0.0,0.0,0.0,3611
108,0.0,0.0,0.0,3611
109,0.0,0.0,0.0,3611
110,0.0,0.0,0.0,3611
112,0.0,0.0,0.0,3611
113,0.0,0.0,0.0,3611
114,0.0,0.0,0.0,3611
115,0.0,0.0,0.0,3611
116,0.0,0.0,0.0,3611
117,0.0,0.0,0.0,3611
119,0.0,0.0,0.0,3611
120,0.0,0.0,0.0,3611
121,0.0,0.0,0.0,3611
122,0.0,0.0,0.0,3611
123,0.0,0.0,0.0,3611
124,0.0,0.0,0.0,3611
126,0.0,0.0,0.0,3611
127,0.0,0.0,0.0,3611
128,0.0,0.0,0.0,3611
129,0.0,0.0,0.0,3611
132,0.0,0.0,0.0,3611
133,0.0,0.0,0.0,3611
134,0.0,0.0,0.0,3611
135,0.0,0.0,0.0,3611
136,0.0,0.0,0.0,3611
137,0.0,0.0,0.0,3611
138,0.0,0.0,0.0,3611
139,0.0,0.0,0.0,3611
141,0.0,0.0,0.0,3611
142,0.0,0.0,0.0,3611
144,0.0,0.0,0.0,3611
145,0.0,0.0,0.0,3611
147,0.0,0.0,0.0,3611
148,0.0,0.0,0.0,3611
149,0.0,0.0,0.0,3611
150,0.0,0.0,0.0,3611
151,0.0,0.0,0.0,3611
152,0.0,0.0,0.0,3611
153,0.0,0.0,0.0,3611
154,0.0,0.0,0.0,3611
155,0.0,0.0,0.0,3611
156,0.0,0.0,0.0,3611
157,0.0,0.0,0.0,3611
158,0.0,0.0,0.0,3611
159,0.0,0.0,0.0,3611
161,0.0,0.0,0.0,3611
162,0.0,0.0,0.0,3611
163,0.0,0.0,0.0,3611
164,0.0,0.0,0.0,3611
166,0.0,0.0,0.0,3611
167,0.0,0.0,0.0,3611
169,0.0,0.0,0.0,3611
172,0.0,0.0,0.0,3611
173,0.0,0.0,0.0,3611
174,0.0,0.0,0.0,3611
176,0.0,0.0,0.0,3611
177,0.0,0.0,0.0,3611
178,0.0,0.0,0.0,3611
179,0.0,0.0,0.0,3611
180,0.0,0.0,0.0,3611
183,0.0,0.0,0.0,3611
184,0.0,0.0,0.0,3611
186,0.0,0.0,0.0,3611
187,0.0,0.0,0.0,3611
188,0.0,0.0,0.0,3611
189,0.0,0.0,0.0,3611
191,0.0,0.0,0.0,3611
192,0.0,0.0,0.0,3611
194,0.0,0.0,0.0,3611
196,0.0,0.0,0.0,3611
197,0.0,0.0,0.0,3611
198,0.0,0.0,0.0,3611
199,0.0,0.0,0.0,3611
200,0.0,0.0,0.0,3611
204,0.0,0.0,0.0,3611
205,0.0,0.0,0.0,3611
206,0.0,0.0,0.0,3611
207,0.0,0.0,0.0,3611
208,0.0,0.0,0.0,3611
209,0.0,0.0,0.0,3611
210,0.0,0.0,0.0,3611
211,0.0,0.0,0.0,3611
212,0.0,0.0,0.0,3611
213,0.0,0.0,0.0,3611
214,0.0,0.0,0.0,3611
215,0.0,0.0,0.0,3611
216,0.0,0.0,0.0,3611
217,0.0,0.0,0.0,3611
218,0.0,0.0,0.0,3611
219,0.0,0.0,0.0,3611
220,0.0,0.0,0.0,3611
221,0.0,0.0,0.0,3611
222,0.0,0.0,0.0,3611
223,0.0,0.0,0.0,3611
224,0.0,0.0,0.0,3611
225,0.0,0.0,0.0,3611
226,0.0,0.0,0.0,3611
227,0.0,0.0,0.0,3611
228,0.0,0.0,0.0,3611
231,0.0,0.0,0.0,3611
232,0.0,0.0,0.0,3611
233,0.0,0.0,0.0,3611
234,0.0,0.0,0.0,3611
236,0.0,0.0,0.0,3611
237,0.0,0.0,0.0,3611
240,0.0,0.0,0.0,3611
242,0.0,0.0,0.0,3611
243,0.0,0.0,0.0,3611
244,0.0,0.0,0.0,3611
245,0.0,0.0,0.0,3611
246,0.0,0.0,0.0,3611
247,0.0,0.0,0.0,3611
248,0.0,0.0,0.0,3611
249,0.0,0.0,0.0,3611
250,0.0,0.0,0.0,3611
251,0.0,0.0,0.0,3611
252,0.0,0.0,0.0,3611
253,0.0,0.0,0.0,3611
254,0.0,0.0,0.0,3611
255,0.0,0.0,0.0,3611
256,0.0,0.0,0.0,3611
257,0.0,0.0,0.0,3611
258,0.0,0.0,0.0,3611
259,0.0,0.0,0.0,3611
261,0.0,0.0,0.0,3611
263,0.0,0.0,0.0,3611
264,0.0,0.0,0.0,3611
265,0.0,0.0,0.0,3611
266,0.0,0.0,0.0,3611
267,0.0,0.0,0.0,3611
268,0.0,0.0,0.0,3611
269,0.0,0.0,0.0,3611
270,0.0,0.0,0.0,3611
271,0.0,0.0,0.0,3611
272,0.0,0.0,0.0,3611
274,0.0,0.0,0.0,3611
278,0.0,0.0,0.0,3611
279,0.0,0.0,0.0,3611
280,0.0,0.0,0.0,3611
281,0.0,0.0,0.0,3611
282,0.0,0.0,0.0,3611
283,0.0,0.0,0.0,3611
284,0.0,0.0,0.0,3611
285,0.0,0.0,0.0,3611
286,0.0,0.0,0.0,3611
288,0.0,0.0,0.0,3611
289,0.0,0.0,0.0,3611
290,0.0,0.0,0.0,3611
291,0.0,0.0,0.0,3611
292,0.0,0.0,0.0,3611
294,0.0,0.0,0.0,3611
295,0.0,0.0,0.0,3611
296,0.0,0.0,0.0,3611
297,0.0,0.0,0.0,3611
298,0.0,0.0,0.0,3611
299,0.0,0.0,0.0,3611
301,0.0,0.0,0.0,3611
302,0.0,0.0,0.0,3611
303,0.0,0.0,0.0,3611
304,0.0,0.0,0.0,3611
305,0.0,0.0,0.0,3611
306,0.0,0.0,0.0,3611
308,0.0,0.0,0.0,3611
310,0.0,0.0,0.0,3611
312,0.0,0.0,0.0,3611
313,0.0,0.0,0.0,3611
314,0.0,0.0,0.0,3611
315,0.0,0.0,0.0,3611
316,0.0,0.0,0.0,3611
318,0.0,0.0,0.0,3611
319,0.0,0.0,0.0,3611
320,0.0,0.0,0.0,3611
321,0.0,0.0,0.0,3611
322,0.0,0.0,0.0,3611
324,0.0,0.0,0.0,3611
325,0.0,0.0,0.0,3611
327,0.0,0.0,0.0,3611
328,0.0,0.0,0.0,3611
329,0.0,0.0,0.0,3611
330,0.0,0.0,0.0,3611
331,0.0,0.0,0.0,3611
333,0.0,0.0,0.0,3611
334,0.0,0.0,0.0,3611
336,0.0,0.0,0.0,3611
337,0.0,0.0,0.0,3611
339,0.0,0.0,0.0,3611
341,0.0,0.0,0.0,3611
342,0.0,0.0,0.0,3611
343,0.0,0.0,0.0,3611
344,0.0,0.0,0.0,3611
345,0.0,0.0,0.0,3611
346,0.0,0.0,0.0,3611
347,0.0,0.0,0.0,3611
348,0.0,0.0,0.0,3611
349,0.0,0.0,0.0,3611
350,0.0,0.0,0.0,3611
351,0.0,0.0,0.0,3611
352,0.0,0.0,0.0,3611
354,0.0,0.0,0.0,3611
355,0.0,0.0,0.0,3611
356,0.0,0.0,0.0,3611
357,0.0,0.0,0.0,3611
358,0.0,0.0,0.0,3611
359,0.0,0.0,0.0,3611
360,0.0,0.0,0.0,3611
362,0.0,0.0,0.0,3611
363,0.0,0.0,0.0,3611
364,0.0,0.0,0.0,3611
365,0.0,0.0,0.0,3611
366,0.0,0.0,0.0,3611
367,0.0,0.0,0.0,3611
368,0.0,0.0,0.0,3611
369,0.0,0.0,0.0,3611
370,0.0,0.0,0.0,3611
371,0.0,0.0,0.0,3611
372,0.0,0.0,0.0,3611
373,0.0,0.0,0.0,3611
374,0.0,0.0,0.0,3611
375,0.0,0.0,0.0,3611
376,0.0,0.0,0.0,3611
377,0.0,0.0,0.0,3611
378,0.0,0.0,0.0,3611
379,0.0,0.0,0.0,3611
380,0.0,0.0,0.0,3611
381,0.0,0.0,0.0,3611
383,0.0,0.0,0.0,3611
384,0.0,0.0,0.0,3611
385,0.0,0.0,0.0,3611
386,0.0,0.0,0.0,3611
387,0.0,0.0,0.0,3611
388,0.0,0.0,0.0,3611
389,0.0,0.0,0.0,3611
391,0.0,0.0,0.0,3611
392,0.0,0.0,0.0,3611
393,0.0,0.0,0.0,3611
394,0.0,0.0,0.0,3611
396,0.0,0.0,0.0,3611
397,0.0,0.0,0.0,3611
398,0.0,0.0,0.0,3611
399,0.0,0.0,0.0,3611
400,0.0,0.0,0.0,3611
401,0.0,0.0,0.0,3611
402,0.0,0.0,0.0,3611
403,0.0,0.0,0.0,3611
404,0.0,0.0,0.0,3611
405,0.0,0.0,0.0,3611
407,0.0,0.0,0.0,3611
409,0.0,0.0,0.0,3611
410,0.0,0.0,0.0,3611
411,0.0,0.0,0.0,3611
412,0.0,0.0,0.0,3611
413,0.0,0.0,0.0,3611
415,0.0,0.0,0.0,3611
416,0.0,0.0,0.0,3611
417,0.0,0.0,0.0,3611
418,0.0,0.0,0.0,3611
419,0.0,0.0,0.0,3611
420,0.0,0.0,0.0,3611
421,0.0,0.0,0.0,3611
422,0.0,0.0,0.0,3611
423,0.0,0.0,0.0,3611
424,0.0,0.0,0.0,3611
428,0.0,0.0,0.0,3611
429,0.0,0.0,0.0,3611
431,0.0,0.0,0.0,3611
432,0.0,0.0,0.0,3611
433,0.0,0.0,0.0,3611
436,0.0,0.0,0.0,3611
437,0.0,0.0,0.0,3611
439,0.0,0.0,0.0,3611
440,0.0,0.0,0.0,3611
441,0.0,0.0,0.0,3611
442,0.0,0.0,0.0,3611
444,0.0,0.0,0.0,3611
445,0.0,0.0,0.0,3611
447,0.0,0.0,0.0,3611
448,0.0,0.0,0.0,3611
450,0.0,0.0,0.0,3611
451,0.0,0.0,0.0,3611
452,0.0,0.0,0.0,3611
453,0.0,0.0,0.0,3611
455,0.0,0.0,0.0,3611
456,0.0,0.0,0.0,3611
459,0.0,0.0,0.0,3611
460,0.0,0.0,0.0,3611
461,0.0,0.0,0.0,3611
462,0.0,0.0,0.0,3611
463,0.0,0.0,0.0,3611
464,0.0,0.0,0.0,3611
466,0.0,0.0,0.0,3611
467,0.0,0.0,0.0,3611
470,0.0,0.0,0.0,3611
472,0.0,0.0,0.0,3611
473,0.0,0.0,0.0,3611
474,0.0,0.0,0.0,3611
475,0.0,0.0,0.0,3611
476,0.0,0.0,0.0,3611
477,0.0,0.0,0.0,3611
478,0.0,0.0,0.0,3611
479,0.0,0.0,0.0,3611
480,0.0,0.0,0.0,3611
481,0.0,0.0,0.0,3611
482,0.0,0.0,0.0,3611
483,0.0,0.0,0.0,3611
484,0.0,0.0,0.0,3611
485,0.0,0.0,0.0,3611
487,0.0,0.0,0.0,3611
488,0.0,0.0,0.0,3611
489,0.0,0.0,0.0,3611
490,0.0,0.0,0.0,3611
492,0.0,0.0,0.0,3611
493,0.0,0.0,0.0,3611
495,0.0,0.0,0.0,3611
496,0.0,0.0,0.0,3611
497,0.0,0.0,0.0,3611
498,0.0,0.0,0.0,3611
501,0.0,0.0,0.0,3611
502,0.0,0.0,0.0,3611
504,0.0,0.0,0.0,3611
505,0.0,0.0,0.0,3611
506,0.0,0.0,0.0,3611
507,0.0,0.0,0.0,3611
508,0.0,0.0,0.0,3611
509,0.0,0.0,0.0,3611
510,0.0,0.0,0.0,3611
512,0.0,0.0,0.0,3611
513,0.0,0.0,0.0,3611
514,0.0,0.0,0.0,3611
515,0.0,0.0,0.0,3611
516,0.0,0.0,0.0,3611
517,0.0,0.0,0.0,3611
518,0.0,0.0,0.0,3611
519,0.0,0.0,0.0,3611
521,0.0,0.0,0.0,3611
523,0.0,0.0,0.0,3611
524,0.0,0.0,0.0,3611
525,0.0,0.0,0.0,3611
526,0.0,0.0,0.0,3611
527,0.0,0.0,0.0,3611
528,0.0,0.0,0.0,3611
529,0.0,0.0,0.0,3611
530,0.0,0.0,0.0,3611
531,0.0,0.0,0.0,3611
532,0.0,0.0,0.0,3611
533,0.0,0.0,0.0,3611
534,0.0,0.0,0.0,3611
535,0.0,0.0,0.0,3611
536,0.0,0.0,0.0,3611
537,0.0,0.0,0.0,3611
539,0.0,0.0,0.0,3611
540,0.0,0.0,0.0,3611
541,0.0,0.0,0.0,3611
542,0.0,0.0,0.0,3611
544,0.0,0.0,0.0,3611
545,0.0,0.0,0.0,3611
546,0.0,0.0,0.0,3611
547,0.0,0.0,0.0,3611
548,0.0,0.0,0.0,3611
549,0.0,0.0,0.0,3611
551,0.0,0.0,0.0,3611
552,0.0,0.0,0.0,3611
554,0.0,0.0,0.0,3611
556,0.0,0.0,0.0,3611
557,0.0,0.0,0.0,3611
558,0.0,0.0,0.0,3611
559,0.0,0.0,0.0,3611
560,0.0,0.0,0.0,3611
561,0.0,0.0,0.0,3611
562,0.0,0.0,0.0,3611
563,0.0,0.0,0.0,3611
564,0.0,0.0,0.0,3611
565,0.0,0.0,0.0,3611
566,0.0,0.0,0.0,3611
567,0.0,0.0,0.0,3611
568,0.0,0.0,0.0,3611
569,0.0,0.0,0.0,3611
570,0.0,0.0,0.0,3611
571,0.0,0.0,0.0,3611
572,0.0,0.0,0.0,3611
573,0.0,0.0,0.0,3611
574,0.0,0.0,0.0,3611
575,0.0,0.0,0.0,3611
576,0.0,0.0,0.0,3611
577,0.0,0.0,0.0,3611
579,0.0,0.0,0.0,3611
581,0.0,0.0,0.0,3611
582,0.0,0.0,0.0,3611
583,0.0,0.0,0.0,3611
584,0.0,0.0,0.0,3611
585,0.0,0.0,0.0,3611
586,0.0,0.0,0.0,3611
587,0.0,0.0,0.0,3611
588,0.0,0.0,0.0,3611
589,0.0,0.0,0.0,3611
590,0.0,0.0,0.0,3611
591,0.0,0.0,0.0,3611
592,0.0,0.0,0.0,3611
593,0.0,0.0,0.0,3611
595,0.0,0.0,0.0,3611
596,0.0,0.0,0.0,3611
597,0.0,0.0,0.0,3611
598,0.0,0.0,0.0,3611
599,0.0,0.0,0.0,3611
600,0.0,0.0,0.0,3611
602,0.0,0.0,0.0,3611
603,0.0,0.0,0.0,3611
604,0.0,0.0,0.0,3611
605,0.0,0.0,0.0,3611
606,0.0,0.0,0.0,3611
608,0.0,0.0,0.0,3611
609,0.0,0.0,0.0,3611
612,0.0,0.0,0.0,3611
613,0.0,0.0,0.0,3611
614,0.0,0.0,0.0,3611
615,0.0,0.0,0.0,3611
616,0.0,0.0,0.0,3611
618,0.0,0.0,0.0,3611
619,0.0,0.0,0.0,3611
620,0.0,0.0,0.0,3611
621,0.0,0.0,0.0,3611
622,0.0,0.0,0.0,3611
623,0.0,0.0,0.0,3611
624,0.0,0.0,0.0,3611
625,0.0,0.0,0.0,3611
626,0.0,0.0,0.0,3611
627,0.0,0.0,0.0,3611
628,0.0,0.0,0.0,3611
629,0.0,0.0,0.0,3611
630,0.0,0.0,0.0,3611
633,0.0,0.0,0.0,3611
634,0.0,0.0,0.0,3611
635,0.0,0.0,0.0,3611
636,0.0,0.0,0.0,3611
