index,actual,predicted,probability,cumulative_pos
2140,0.0,0.0,0.0,341
2141,0.0,0.0,0.0,341
2142,0.0,0.0,0.0,341
2143,0.0,0.0,0.0,341
2144,0.0,0.0,0.0,341
2145,0.0,0.0,0.0,341
2146,0.0,0.0,0.0,341
2147,1.0,1.0,1.0,342
2148,0.0,0.0,0.0,342
2149,0.0,0.0,0.0,342
2150,0.0,0.0,0.0,342
2151,0.0,0.0,0.0,342
2152,0.0,0.0,0.0,342
2153,1.0,1.0,1.0,343
2154,0.0,0.0,0.0,343
2155,0.0,0.0,0.0,343
2156,0.0,0.0,0.0,343
2157,0.0,0.0,0.0,343
2158,1.0,1.0,1.0,344
2159,0.0,0.0,0.0,344
2160,1.0,1.0,1.0,345
2161,0.0,0.0,0.0,345
2162,0.0,0.0,0.0,345
2163,0.0,0.0,0.0,345
2164,0.0,0.0,0.0,345
2165,0.0,0.0,0.0,345
2166,1.0,1.0,1.0,346
2167,1.0,1.0,1.0,347
2168,0.0,0.0,0.0,347
2169,0.0,0.0,0.0,347
2170,0.0,0.0,0.0,347
2171,1.0,1.0,1.0,348
2172,0.0,0.0,0.0,348
2173,0.0,0.0,0.0,348
2174,0.0,0.0,0.0,348
2175,1.0,1.0,1.0,349
2176,0.0,0.0,0.3333333333333333,349
2177,0.0,0.0,0.0,349
2178,0.0,0.0,0.3333333333333333,349
2179,1.0,1.0,0.8,350
2180,0.0,0.0,0.0,350
2181,0.0,0.0,0.5,350
2182,1.0,1.0,1.0,351
2183,0.0,0.0,0.0,351
2184,0.0,0.0,0.0,351
2185,1.0,1.0,1.0,352
2186,0.0,0.0,0.0,352
2187,0.0,0.0,0.0,352
2188,0.0,0.0,0.0,352
2189,0.0,0.0,0.0,352
2190,0.0,0.0,0.0,352
2191,0.0,0.0,0.0,352
2192,0.0,0.0,0.0,352
2193,0.0,0.0,0.0,352
2194,0.0,0.0,0.0,352
2195,0.0,0.0,0.0,352
2196,0.0,0.0,0.0,352
2197,0.0,0.0,0.0,352
2198,0.0,0.0,0.0,352
2199,0.0,0.0,0.0,352
2200,1.0,1.0,1.0,353
2201,0.0,0.0,0.0,353
2202,0.0,0.0,0.0,353
2203,0.0,0.0,0.0,353
2204,1.0,1.0,1.0,354
2205,0.0,0.0,0.0,354
2206,0.0,0.0,0.0,354
2207,0.0,0.0,0.0,354
2208,0.0,0.0,0.0,354
2209,1.0,1.0,1.0,355
2210,1.0,1.0,1.0,356
2211,0.0,0.0,0.0,356
2212,0.0,1.0,0.8,356
2213,0.0,0.0,0.0,356
2214,0.0,0.0,0.0,356
2215,1.0,1.0,1.0,357
2216,0.0,0.0,0.2,357
2217,0.0,0.0,0.0,357
2218,1.0,1.0,1.0,358
2219,0.0,0.0,0.4,358
2220,0.0,0.0,0.0,358
2221,0.0,0.0,0.0,358
2222,0.0,1.0,0.6,358
2223,0.0,0.0,0.0,358
2224,0.0,0.0,0.0,358
2225,0.0,0.0,0.0,358
2226,1.0,1.0,0.6666666666666666,359
2227,0.0,0.0,0.0,359
2228,0.0,0.0,0.0,359
2229,1.0,1.0,1.0,360
2230,0.0,0.0,0.0,360
2231,1.0,1.0,1.0,361
2232,1.0,1.0,0.75,362
2233,1.0,1.0,1.0,363
2234,0.0,0.0,0.0,363
2235,1.0,0.0,0.3333333333333333,364
2236,0.0,0.0,0.0,364
2237,1.0,1.0,1.0,365
2238,0.0,0.0,0.0,365
2239,0.0,0.0,0.0,365
2240,1.0,1.0,1.0,366
2241,0.0,0.0,0.0,366
2242,0.0,0.0,0.0,366
2243,0.0,0.0,0.0,366
2244,0.0,0.0,0.0,366
2245,1.0,1.0,1.0,367
2246,0.0,0.0,0.0,367
2247,1.0,1.0,1.0,368
2248,0.0,0.0,0.0,368
2249,1.0,1.0,1.0,369
2250,1.0,1.0,1.0,370
2251,0.0,0.0,0.4,370
2252,0.0,0.0,0.0,370
2253,0.0,0.0,0.0,370
2254,0.0,0.0,0.0,370
2255,1.0,1.0,1.0,371
2256,0.0,0.0,0.0,371
2257,0.0,0.0,0.0,371
2258,1.0,1.0,0.6666666666666666,372
2259,0.0,0.0,0.0,372
2260,0.0,0.0,0.0,372
2261,1.0,1.0,1.0,373
2262,0.0,0.0,0.0,373
2263,0.0,1.0,0.6666666666666666,373
2264,0.0,0.0,0.0,373
2265,0.0,0.0,0.0,373
2266,0.0,0.0,0.0,373
2267,0.0,0.0,0.0,373
2268,0.0,0.0,0.0,373
2269,1.0,1.0,1.0,374
2270,0.0,0.0,0.0,374
2271,0.0,0.0,0.0,374
2272,0.0,0.0,0.0,374
2273,0.0,0.0,0.0,374
2274,0.0,0.0,0.0,374
2275,1.0,0.0,0.4,375
2276,0.0,0.0,0.0,375
2277,1.0,1.0,1.0,376
2278,0.0,0.0,0.0,376
2279,0.0,0.0,0.0,376
2280,0.0,0.0,0.0,376
2281,1.0,1.0,0.6,377
2282,0.0,0.0,0.0,377
2283,0.0,0.0,0.0,377
2284,0.0,0.0,0.0,377
2285,0.0,0.0,0.0,377
2286,0.0,0.0,0.0,377
2287,0.0,0.0,0.0,377
2288,0.0,0.0,0.0,377
2289,0.0,0.0,0.0,377
2290,0.0,0.0,0.0,377
2291,0.0,0.0,0.0,377
2292,1.0,0.0,0.2,378
2293,0.0,1.0,0.6666666666666666,378
2294,0.0,0.0,0.0,378
2295,0.0,0.0,0.0,378
2296,0.0,0.0,0.0,378
2297,0.0,0.0,0.0,378
2298,0.0,0.0,0.0,378
2299,0.0,0.0,0.0,378
2300,0.0,0.0,0.0,378
2301,0.0,0.0,0.0,378
2302,0.0,0.0,0.0,378
2303,0.0,0.0,0.0,378
2304,0.0,0.0,0.0,378
2305,1.0,1.0,0.8,379
2306,0.0,0.0,0.0,379
2307,0.0,0.0,0.0,379
2308,0.0,0.0,0.0,379
2309,0.0,0.0,0.0,379
2310,0.0,0.0,0.0,379
2311,0.0,0.0,0.0,379
2312,0.0,0.0,0.0,379
2313,1.0,1.0,0.8,380
2314,0.0,0.0,0.0,380
2315,0.0,0.0,0.0,380
2316,0.0,0.0,0.0,380
2317,0.0,0.0,0.0,380
2318,0.0,0.0,0.0,380
2319,0.0,0.0,0.0,380
2320,0.0,0.0,0.0,380
2321,0.0,0.0,0.0,380
2322,0.0,0.0,0.0,380
2323,0.0,0.0,0.0,380
2324,0.0,0.0,0.0,380
2325,0.0,0.0,0.0,380
2326,0.0,0.0,0.0,380
2327,1.0,1.0,1.0,381
2328,0.0,0.0,0.0,381
2329,0.0,0.0,0.0,381
2330,0.0,0.0,0.0,381
2331,0.0,0.0,0.0,381
2332,1.0,1.0,1.0,382
2333,1.0,1.0,1.0,383
2334,1.0,1.0,1.0,384
2335,0.0,0.0,0.0,384
2336,1.0,1.0,0.75,385
2337,0.0,0.0,0.0,385
2338,1.0,1.0,1.0,386
2339,0.0,0.0,0.0,386
2340,0.0,0.0,0.0,386
2341,0.0,0.0,0.0,386
2342,0.0,0.0,0.0,386
2343,0.0,0.0,0.0,386
2344,0.0,0.0,0.0,386
2345,0.0,0.0,0.0,386
2346,0.0,0.0,0.0,386
2347,0.0,0.0,0.0,386
2348,0.0,0.0,0.0,386
2349,0.0,0.0,0.0,386
2350,0.0,0.0,0.0,386
2351,0.0,0.0,0.0,386
2352,0.0,0.0,0.0,386
2353,0.0,0.0,0.0,386
2354,1.0,0.0,0.4,387
2355,1.0,1.0,1.0,388
2356,0.0,0.0,0.0,388
2357,0.0,0.0,0.0,388
2358,0.0,0.0,0.0,388
2359,1.0,1.0,1.0,389
2360,0.0,0.0,0.0,389
2361,0.0,0.0,0.0,389
2362,0.0,1.0,0.75,389
2363,0.0,0.0,0.0,389
2364,0.0,0.0,0.0,389
2365,0.0,0.0,0.0,389
2366,0.0,0.0,0.0,389
2367,0.0,0.0,0.0,389
2368,0.0,0.0,0.0,389
2369,0.0,0.0,0.0,389
2370,0.0,0.0,0.0,389
2371,0.0,0.0,0.0,389
2372,0.0,0.0,0.0,389
2373,0.0,0.0,0.0,389
2374,0.0,0.0,0.0,389
2375,0.0,0.0,0.0,389
2376,1.0,1.0,1.0,390
2377,0.0,0.0,0.0,390
2378,0.0,0.0,0.0,390
2379,0.0,0.0,0.0,390
2380,0.0,0.0,0.0,390
2381,0.0,0.0,0.0,390
2382,0.0,0.0,0.0,390
2383,0.0,0.0,0.0,390
2384,0.0,0.0,0.0,390
2385,0.0,0.0,0.0,390
2386,0.0,0.0,0.0,390
2387,0.0,0.0,0.0,390
2388,0.0,0.0,0.0,390
2389,0.0,0.0,0.0,390
2390,0.0,0.0,0.0,390
2391,0.0,0.0,0.0,390
2392,1.0,1.0,1.0,391
2393,1.0,1.0,1.0,392
2394,0.0,0.0,0.0,392
2395,0.0,0.0,0.0,392
2396,0.0,0.0,0.0,392
2397,0.0,0.0,0.0,392
2398,0.0,0.0,0.0,392
2399,0.0,0.0,0.0,392
2400,0.0,0.0,0.0,392
2401,0.0,0.0,0.0,392
2402,0.0,0.0,0.0,392
2403,0.0,0.0,0.0,392
2404,0.0,0.0,0.0,392
2405,0.0,0.0,0.0,392
2406,1.0,1.0,1.0,393
2407,0.0,0.0,0.0,393
2408,0.0,0.0,0.0,393
2409,0.0,0.0,0.0,393
2410,0.0,0.0,0.0,393
2411,0.0,0.0,0.0,393
2412,1.0,1.0,0.6666666666666666,394
2413,0.0,0.0,0.0,394
2414,0.0,0.0,0.0,394
2415,0.0,0.0,0.0,394
2416,0.0,0.0,0.0,394
2417,0.0,0.0,0.2,394
2418,1.0,0.0,0.4,395
2419,0.0,0.0,0.0,395
2420,0.0,0.0,0.0,395
2421,1.0,1.0,1.0,396
2422,0.0,0.0,0.0,396
2423,0.0,0.0,0.0,396
2424,0.0,0.0,0.0,396
2425,0.0,0.0,0.0,396
2426,0.0,0.0,0.0,396
2427,1.0,1.0,1.0,397
2428,0.0,0.0,0.0,397
2429,0.0,0.0,0.0,397
2430,0.0,0.0,0.0,397
2431,0.0,0.0,0.0,397
2432,0.0,0.0,0.0,397
2433,1.0,1.0,1.0,398
2434,0.0,0.0,0.0,398
2435,0.0,0.0,0.0,398
2436,0.0,0.0,0.0,398
2437,0.0,0.0,0.0,398
2438,0.0,0.0,0.0,398
2439,0.0,0.0,0.0,398
2440,0.0,0.0,0.0,398
2441,1.0,1.0,1.0,399
2442,0.0,0.0,0.0,399
2443,0.0,0.0,0.0,399
2444,1.0,1.0,1.0,400
2445,0.0,0.0,0.0,400
2446,0.0,0.0,0.0,400
2447,0.0,0.0,0.0,400
2448,0.0,0.0,0.0,400
2449,1.0,1.0,0.6666666666666666,401
2450,0.0,0.0,0.0,401
2451,0.0,0.0,0.3333333333333333,401
2452,0.0,0.0,0.0,401
2453,0.0,0.0,0.25,401
2454,0.0,0.0,0.0,401
2455,0.0,0.0,0.0,401
2456,0.0,0.0,0.0,401
2457,0.0,0.0,0.0,401
2458,0.0,0.0,0.0,401
2459,0.0,0.0,0.0,401
2460,0.0,0.0,0.0,401
2461,1.0,1.0,1.0,402
2462,0.0,0.0,0.0,402
2463,0.0,0.0,0.0,402
2464,0.0,0.0,0.0,402
2465,0.0,0.0,0.0,402
2466,0.0,0.0,0.0,402
2467,0.0,0.0,0.0,402
2468,0.0,0.0,0.0,402
2469,0.0,0.0,0.0,402
2470,0.0,0.0,0.0,402
2471,0.0,0.0,0.0,402
2472,0.0,0.0,0.0,402
2473,0.0,0.0,0.0,402
2474,0.0,0.0,0.0,402
2475,0.0,0.0,0.0,402
2476,0.0,0.0,0.0,402
2477,0.0,0.0,0.0,402
2478,1.0,1.0,1.0,403
2479,0.0,0.0,0.0,403
2480,0.0,0.0,0.0,403
2481,0.0,0.0,0.0,403
2482,0.0,0.0,0.0,403
2483,0.0,0.0,0.0,403
2484,0.0,0.0,0.0,403
2485,1.0,1.0,0.6,404
2486,0.0,0.0,0.0,404
2487,1.0,1.0,1.0,405
2488,0.0,0.0,0.0,405
2489,1.0,1.0,1.0,406
2490,0.0,0.0,0.0,406
2491,0.0,0.0,0.0,406
2492,0.0,0.0,0.0,406
2493,0.0,0.0,0.0,406
2494,1.0,1.0,1.0,407
2495,0.0,0.0,0.0,407
2496,0.0,0.0,0.0,407
2497,1.0,1.0,1.0,408
2498,0.0,0.0,0.0,408
2499,0.0,0.0,0.0,408
2500,0.0,0.0,0.0,408
2501,0.0,0.0,0.0,408
2502,1.0,1.0,0.6666666666666666,409
2503,0.0,0.0,0.0,409
2504,0.0,0.0,0.0,409
2505,0.0,0.0,0.0,409
2506,0.0,0.0,0.25,409
2507,0.0,0.0,0.0,409
2508,0.0,0.0,0.0,409
2509,0.0,0.0,0.0,409
2510,0.0,0.0,0.0,409
2511,1.0,0.0,0.3333333333333333,410
2512,0.0,0.0,0.0,410
2513,1.0,1.0,1.0,411
2514,0.0,0.0,0.0,411
2515,0.0,0.0,0.0,411
2516,1.0,1.0,1.0,412
2517,1.0,1.0,0.6666666666666666,413
2518,0.0,0.0,0.0,413
2519,0.0,0.0,0.0,413
2520,1.0,1.0,1.0,414
2521,0.0,0.0,0.0,414
2522,0.0,0.0,0.0,414
2523,1.0,1.0,1.0,415
2524,0.0,0.0,0.0,415
2525,0.0,0.0,0.3333333333333333,415
2526,0.0,0.0,0.0,415
2527,0.0,0.0,0.0,415
2528,0.0,0.0,0.2,415
2529,1.0,1.0,1.0,416
2530,1.0,1.0,1.0,417
2531,1.0,1.0,1.0,418
2532,0.0,0.0,0.0,418
2533,0.0,0.0,0.0,418
2534,0.0,0.0,0.0,418
2535,0.0,0.0,0.0,418
2536,0.0,0.0,0.0,418
2537,1.0,0.0,0.3333333333333333,419
2538,0.0,0.0,0.0,419
2539,0.0,0.0,0.0,419
2540,0.0,0.0,0.0,419
2541,0.0,0.0,0.0,419
2542,0.0,0.0,0.0,419
2543,1.0,1.0,1.0,420
2544,1.0,1.0,1.0,421
2545,0.0,0.0,0.0,421
2546,1.0,1.0,1.0,422
2547,1.0,0.0,0.4,423
2548,0.0,0.0,0.0,423
2549,0.0,0.0,0.0,423
2550,0.0,0.0,0.0,423
2551,0.0,0.0,0.0,423
2552,1.0,1.0,1.0,424
2553,0.0,0.0,0.0,424
2554,0.0,0.0,0.0,424
2555,0.0,0.0,0.0,424
2556,0.0,0.0,0.0,424
2557,0.0,0.0,0.0,424
2558,0.0,0.0,0.0,424
2559,0.0,0.0,0.0,424
2560,0.0,0.0,0.0,424
2561,0.0,0.0,0.0,424
2562,0.0,0.0,0.0,424
2563,0.0,0.0,0.0,424
2564,0.0,0.0,0.0,424
2565,1.0,1.0,1.0,425
2566,0.0,0.0,0.0,425
2567,0.0,0.0,0.0,425
2568,0.0,0.0,0.0,425
2569,0.0,0.0,0.0,425
2570,0.0,0.0,0.0,425
2571,0.0,0.0,0.0,425
2572,0.0,0.0,0.0,425
2573,0.0,0.0,0.0,425
2574,0.0,0.0,0.3333333333333333,425
2575,1.0,1.0,1.0,426
2576,0.0,0.0,0.0,426
2577,1.0,1.0,1.0,427
2578,0.0,0.0,0.0,427
2579,0.0,0.0,0.0,427
2580,0.0,1.0,0.6666666666666666,427
2581,0.0,0.0,0.0,427
2582,0.0,0.0,0.0,427
2583,0.0,0.0,0.0,427
2584,0.0,0.0,0.3333333333333333,427
2585,1.0,1.0,1.0,428
2586,0.0,0.0,0.0,428
2587,1.0,1.0,1.0,429
2588,0.0,0.0,0.0,429
2589,0.0,0.0,0.0,429
2590,0.0,0.0,0.0,429
2591,0.0,0.0,0.0,429
2592,1.0,1.0,1.0,430
2593,0.0,0.0,0.0,430
2594,0.0,0.0,0.0,430
2595,0.0,0.0,0.0,430
2596,0.0,0.0,0.0,430
2597,0.0,0.0,0.0,430
2598,0.0,0.0,0.0,430
2599,0.0,0.0,0.0,430
2600,0.0,0.0,0.0,430
2601,0.0,0.0,0.0,430
2602,0.0,0.0,0.0,430
2603,0.0,0.0,0.0,430
2604,0.0,0.0,0.0,430
2605,0.0,0.0,0.0,430
2606,0.0,0.0,0.0,430
2607,0.0,0.0,0.0,430
2608,0.0,0.0,0.0,430
2609,0.0,0.0,0.0,430
2610,0.0,0.0,0.0,430
2611,1.0,0.0,0.3333333333333333,431
2612,0.0,0.0,0.0,431
2613,1.0,1.0,0.8,432
2614,0.0,0.0,0.0,432
2615,0.0,0.0,0.0,432
2616,0.0,0.0,0.0,432
2617,0.0,0.0,0.0,432
2618,0.0,0.0,0.0,432
2619,0.0,0.0,0.0,432
2620,0.0,0.0,0.0,432
2621,0.0,0.0,0.0,432
2622,1.0,1.0,1.0,433
2623,0.0,0.0,0.0,433
2624,0.0,0.0,0.0,433
2625,0.0,0.0,0.0,433
2626,0.0,0.0,0.0,433
2627,0.0,0.0,0.0,433
2628,0.0,0.0,0.0,433
2629,1.0,0.0,0.3333333333333333,434
2630,0.0,0.0,0.3333333333333333,434
2631,0.0,0.0,0.0,434
2632,0.0,0.0,0.0,434
2633,0.0,0.0,0.0,434
2634,0.0,0.0,0.0,434
2635,0.0,0.0,0.0,434
2636,0.0,0.0,0.0,434
2637,0.0,0.0,0.0,434
2638,0.0,0.0,0.0,434
2639,0.0,0.0,0.0,434
2640,1.0,1.0,1.0,435
2641,0.0,0.0,0.0,435
2642,0.0,0.0,0.0,435
2643,0.0,0.0,0.0,435
2644,1.0,1.0,1.0,436
2645,0.0,0.0,0.0,436
2646,0.0,0.0,0.0,436
2647,0.0,0.0,0.0,436
2648,1.0,1.0,1.0,437
2649,0.0,0.0,0.0,437
2650,0.0,0.0,0.0,437
2651,0.0,0.0,0.0,437
2652,0.0,0.0,0.0,437
2653,0.0,0.0,0.0,437
2654,0.0,0.0,0.0,437
2655,0.0,0.0,0.0,437
2656,1.0,1.0,1.0,438
2657,1.0,1.0,1.0,439
2658,1.0,1.0,1.0,440
2659,0.0,0.0,0.4,440
2660,0.0,0.0,0.0,440
2661,0.0,0.0,0.0,440
2662,0.0,0.0,0.0,440
2663,0.0,0.0,0.0,440
2664,0.0,0.0,0.0,440
2665,0.0,0.0,0.0,440
2666,0.0,0.0,0.0,440
2667,1.0,1.0,1.0,441
2668,1.0,1.0,1.0,442
2669,0.0,0.0,0.0,442
2670,0.0,0.0,0.0,442
2671,0.0,0.0,0.0,442
2672,0.0,0.0,0.0,442
2673,0.0,0.0,0.0,442
2674,0.0,0.0,0.0,442
2675,0.0,1.0,0.75,442
2676,0.0,0.0,0.0,442
2677,0.0,0.0,0.0,442
2678,1.0,1.0,1.0,443
2679,1.0,1.0,1.0,444
2680,0.0,0.0,0.0,444
2681,0.0,0.0,0.0,444
2682,1.0,1.0,0.6666666666666666,445
2683,0.0,0.0,0.0,445
2684,1.0,1.0,1.0,446
2685,0.0,0.0,0.0,446
2686,1.0,1.0,1.0,447
2687,0.0,0.0,0.0,447
2688,0.0,0.0,0.0,447
2689,0.0,0.0,0.0,447
2690,0.0,0.0,0.0,447
2691,0.0,0.0,0.0,447
2692,0.0,0.0,0.0,447
2693,0.0,0.0,0.0,447
2694,0.0,0.0,0.0,447
2695,0.0,0.0,0.0,447
2696,0.0,0.0,0.0,447
2697,0.0,0.0,0.0,447
2698,0.0,0.0,0.0,447
2699,0.0,0.0,0.0,447
2700,0.0,0.0,0.0,447
2701,0.0,0.0,0.0,447
2702,0.0,0.0,0.0,447
2703,0.0,0.0,0.0,447
2704,0.0,0.0,0.0,447
2705,0.0,0.0,0.0,447
2706,0.0,0.0,0.0,447
2707,0.0,0.0,0.0,447
2708,0.0,0.0,0.0,447
2709,0.0,0.0,0.0,447
2710,0.0,0.0,0.0,447
2711,0.0,0.0,0.0,447
2712,1.0,0.0,0.3333333333333333,448
2713,0.0,0.0,0.0,448
2714,0.0,0.0,0.0,448
2715,0.0,0.0,0.5,448
2716,0.0,0.0,0.0,448
2717,0.0,0.0,0.0,448
2718,1.0,1.0,1.0,449
2719,0.0,0.0,0.0,449
2720,0.0,0.0,0.0,449
2721,1.0,1.0,0.6,450
2722,0.0,0.0,0.0,450
2723,0.0,0.0,0.0,450
2724,0.0,0.0,0.0,450
2725,0.0,0.0,0.0,450
2726,0.0,0.0,0.0,450
2727,0.0,0.0,0.0,450
2728,0.0,0.0,0.0,450
2729,0.0,0.0,0.0,450
2730,0.0,0.0,0.0,450
2731,0.0,0.0,0.0,450
2732,0.0,0.0,0.0,450
2733,0.0,0.0,0.0,450
2734,0.0,0.0,0.0,450
2735,0.0,0.0,0.0,450
2736,0.0,0.0,0.0,450
2737,0.0,0.0,0.0,450
2738,0.0,0.0,0.0,450
2739,0.0,0.0,0.0,450
2740,0.0,0.0,0.4,450
2741,0.0,0.0,0.0,450
2742,0.0,0.0,0.0,450
2743,0.0,0.0,0.0,450
2744,0.0,0.0,0.0,450
2745,0.0,0.0,0.0,450
2746,0.0,0.0,0.0,450
2747,0.0,0.0,0.0,450
2748,0.0,0.0,0.0,450
2749,0.0,0.0,0.0,450
2750,0.0,0.0,0.0,450
2751,1.0,1.0,0.8,451
2752,1.0,1.0,1.0,452
2753,0.0,0.0,0.0,452
2754,0.0,0.0,0.0,452
2755,0.0,0.0,0.0,452
2756,0.0,0.0,0.0,452
2757,0.0,0.0,0.0,452
2758,0.0,0.0,0.0,452
2759,0.0,0.0,0.0,452
2760,1.0,1.0,1.0,453
2761,0.0,0.0,0.3333333333333333,453
2762,0.0,0.0,0.0,453
2763,0.0,0.0,0.0,453
2764,0.0,0.0,0.0,453
2765,0.0,0.0,0.0,453
2766,0.0,0.0,0.0,453
2767,0.0,0.0,0.25,453
2768,0.0,0.0,0.0,453
2769,1.0,1.0,1.0,454
2770,1.0,1.0,1.0,455
2771,0.0,0.0,0.0,455
2772,0.0,0.0,0.0,455
2773,0.0,0.0,0.0,455
2774,0.0,0.0,0.0,455
2775,0.0,0.0,0.0,455
2776,0.0,0.0,0.0,455
2777,0.0,0.0,0.0,455
2778,0.0,0.0,0.0,455
2779,0.0,0.0,0.0,455
2780,0.0,0.0,0.0,455
2781,0.0,0.0,0.0,455
2782,0.0,0.0,0.0,455
2783,0.0,0.0,0.0,455
2784,0.0,0.0,0.0,455
2785,0.0,0.0,0.0,455
2786,0.0,0.0,0.0,455
2787,0.0,0.0,0.0,455
2788,0.0,0.0,0.0,455
2789,1.0,1.0,1.0,456
2790,0.0,0.0,0.0,456
2791,0.0,0.0,0.0,456
2792,0.0,0.0,0.0,456
2793,0.0,0.0,0.0,456
2794,0.0,0.0,0.0,456
2795,1.0,1.0,1.0,457
2796,0.0,0.0,0.0,457
2797,0.0,0.0,0.0,457
2798,0.0,0.0,0.0,457
2799,0.0,0.0,0.0,457
2800,1.0,1.0,0.6,458
2801,0.0,0.0,0.0,458
2802,0.0,0.0,0.0,458
2803,1.0,1.0,1.0,459
2804,0.0,0.0,0.0,459
2805,0.0,0.0,0.0,459
2806,0.0,0.0,0.0,459
2807,0.0,0.0,0.0,459
2808,0.0,0.0,0.0,459
2809,0.0,0.0,0.0,459
2810,0.0,0.0,0.0,459
2811,0.0,0.0,0.0,459
2812,0.0,1.0,0.6666666666666666,459
2813,1.0,1.0,1.0,460
2814,0.0,0.0,0.0,460
2815,0.0,0.0,0.0,460
2816,0.0,0.0,0.0,460
2817,0.0,0.0,0.0,460
2818,1.0,1.0,1.0,461
2819,0.0,0.0,0.0,461
2820,0.0,0.0,0.0,461
2821,0.0,0.0,0.0,461
2822,0.0,0.0,0.0,461
2823,1.0,1.0,1.0,462
2824,1.0,1.0,1.0,463
2825,1.0,1.0,1.0,464
2826,0.0,0.0,0.0,464
2827,0.0,0.0,0.0,464
2828,0.0,0.0,0.0,464
2829,0.0,0.0,0.0,464
2830,0.0,0.0,0.0,464
2831,0.0,0.0,0.0,464
2832,0.0,0.0,0.0,464
2833,0.0,0.0,0.0,464
2834,0.0,0.0,0.0,464
2835,0.0,0.0,0.0,464
2836,0.0,0.0,0.0,464
2837,1.0,1.0,1.0,465
2838,0.0,0.0,0.0,465
2839,0.0,0.0,0.0,465
2840,0.0,0.0,0.0,465
2841,0.0,0.0,0.0,465
2842,0.0,0.0,0.0,465
2843,0.0,0.0,0.0,465
2844,0.0,0.0,0.0,465
2845,0.0,0.0,0.0,465
2846,0.0,1.0,0.6666666666666666,465
2847,0.0,0.0,0.0,465
2848,0.0,0.0,0.0,465
2849,0.0,0.0,0.0,465
2850,0.0,0.0,0.0,465
2851,0.0,0.0,0.0,465
2852,1.0,1.0,1.0,466
2853,0.0,0.0,0.0,466
2854,1.0,1.0,1.0,467
2855,0.0,0.0,0.0,467
2856,0.0,0.0,0.0,467
2857,0.0,0.0,0.3333333333333333,467
2858,0.0,0.0,0.0,467
2859,1.0,1.0,1.0,468
2860,0.0,0.0,0.0,468
2861,0.0,0.0,0.0,468
2862,1.0,1.0,1.0,469
2863,0.0,0.0,0.0,469
2864,0.0,0.0,0.0,469
2865,0.0,0.0,0.0,469
2866,0.0,0.0,0.0,469
2867,0.0,0.0,0.0,469
2868,0.0,0.0,0.0,469
2869,0.0,0.0,0.0,469
2870,0.0,0.0,0.0,469
2871,0.0,0.0,0.0,469
2872,1.0,1.0,1.0,470
2873,0.0,0.0,0.3333333333333333,470
2874,0.0,0.0,0.0,470
2875,0.0,0.0,0.0,470
2876,0.0,0.0,0.0,470
2877,0.0,0.0,0.0,470
2878,1.0,1.0,1.0,471
2879,0.0,0.0,0.0,471
2880,0.0,0.0,0.0,471
2881,1.0,1.0,1.0,472
2882,0.0,0.0,0.0,472
2883,0.0,0.0,0.0,472
2884,0.0,0.0,0.0,472
2885,0.0,0.0,0.0,472
2886,0.0,0.0,0.0,472
2887,0.0,0.0,0.0,472
2888,0.0,0.0,0.0,472
2889,0.0,0.0,0.0,472
2890,0.0,0.0,0.0,472
2891,0.0,0.0,0.0,472
2892,0.0,0.0,0.0,472
2893,0.0,0.0,0.0,472
2894,0.0,0.0,0.0,472
2895,0.0,0.0,0.0,472
2896,0.0,0.0,0.0,472
2897,0.0,0.0,0.0,472
2898,0.0,0.0,0.0,472
2899,0.0,0.0,0.0,472
2900,1.0,1.0,1.0,473
2901,0.0,0.0,0.0,473
2902,0.0,0.0,0.0,473
2903,0.0,0.0,0.0,473
2904,0.0,0.0,0.0,473
2905,0.0,0.0,0.0,473
2906,0.0,0.0,0.0,473
2907,0.0,0.0,0.0,473
2908,0.0,0.0,0.0,473
2909,0.0,0.0,0.0,473
2910,0.0,0.0,0.0,473
2911,0.0,0.0,0.0,473
2912,0.0,0.0,0.0,473
2913,0.0,0.0,0.0,473
2914,0.0,0.0,0.0,473
2915,0.0,0.0,0.0,473
2916,0.0,0.0,0.0,473
2917,0.0,0.0,0.0,473
2918,0.0,0.0,0.0,473
2919,0.0,0.0,0.0,473
2920,0.0,0.0,0.0,473
2921,0.0,0.0,0.0,473
2922,0.0,0.0,0.0,473
2923,0.0,0.0,0.0,473
2924,0.0,0.0,0.0,473
2925,1.0,1.0,1.0,474
2926,0.0,0.0,0.3333333333333333,474
2927,0.0,0.0,0.0,474
2928,0.0,0.0,0.0,474
2929,0.0,0.0,0.0,474
2930,1.0,1.0,1.0,475
2931,0.0,0.0,0.0,475
2932,0.0,0.0,0.0,475
2933,0.0,0.0,0.0,475
2934,1.0,1.0,1.0,476
2935,0.0,0.0,0.0,476
2936,0.0,0.0,0.0,476
2937,0.0,0.0,0.0,476
2938,0.0,0.0,0.0,476
2939,0.0,0.0,0.0,476
2940,0.0,0.0,0.0,476
2941,1.0,1.0,1.0,477
2942,0.0,0.0,0.0,477
2943,0.0,0.0,0.0,477
2944,0.0,0.0,0.0,477
2945,0.0,0.0,0.0,477
2946,0.0,0.0,0.0,477
2947,0.0,0.0,0.0,477
2948,0.0,0.0,0.0,477
2949,1.0,1.0,0.75,478
2950,0.0,0.0,0.0,478
2951,0.0,0.0,0.0,478
2952,0.0,0.0,0.0,478
